job_id,umap_x,umap_y,salary,experience_level,work_type,state,region,engagement_rate,remote,title
3902839978,12.557931,-11.130022,77500.0,Mid-Senior level,Full-time,TX,Southwest,,0,Executive Assistant
3887469942,6.071938,5.2558594,85000.0,Mid-Senior level,Full-time,IN,Midwest,,0,Project Manager - Automotive Manufacturing 
3904514405,12.422552,-18.259413,130000.0,Mid-Senior level,Full-time,NY,Northeast,,1,Senior Business Analyst
3884926858,13.021505,2.9239297,135000.0,Mid-Senior level,Full-time,NY,Northeast,,0,Assistant Controller
3887915170,9.9356575,6.96869,25320.0,Mid-Senior level,Full-time,IN,Midwest,,0,CT Travel CT Technologist - Job Id: JO03716409
3906247604,12.869394,-6.2453456,125000.0,Entry level,Full-time,CO,West,,0,Roadway Design Engineer
3885823538,12.88899,-16.900444,70000.0,Mid-Senior level,Full-time,TX,Southwest,,0,USA - Regional FP&P Analyst
3905302036,13.229501,-8.207024,107500.0,Mid-Senior level,Full-time,MA,Northeast,,0,"Manager, Engineering Programs & Systems"
3895596795,-12.190734,0.14505884,32968.0,Entry level,Part-time,GA,Southeast,,0,Retail Stocking Associate
3901393571,4.9531093,11.060414,85000.0,Mid-Senior level,Full-time,LA,Southeast,,0,Clinical Research Site Manager
3900963513,-7.844141,14.58447,155000.0,Director,Full-time,CA,West,12.62135922330097,0,Director of Administration
3885866845,-2.13289,6.757409,42837.6,Mid-Senior level,Full-time,OR,West,,0,Facilities Worker I - Lingua Franca Winery
3901939117,-14.1312895,20.556501,38480.0,Internship,Internship,NY,Northeast,,0,Intern
3904010050,0.797946,-7.0610604,119030.0,Entry level,Full-time,CO,West,,0,Injury Examiner - various locations
3901468987,16.993418,-11.04841,150800.0,Mid-Senior level,Contract,IL,Midwest,5.555555555555555,0,Operational/Internal Auditor
3888025559,-4.8849063,-0.009236231,55452.8,Entry level,Full-time,OH,Midwest,,0,Cnc Machinist
3905304866,15.517596,-6.018524,130000.0,Associate,Full-time,CO,West,,0,General Manager Foodservice - 1841313
3904415181,9.872792,-9.1896,90000.0,Mid-Senior level,Full-time,WA,West,6.666666666666667,0,Senior Property Accountant
3898165341,-3.1543505,3.0737443,46895.0,Entry level,Full-time,CO,West,13.333333333333334,0,Field Sales Associate Residential
3904588069,-5.2769046,-1.345093,68016.0,Entry level,Full-time,MI,Midwest,,0,Licensed Practical Nurse (LPN)
3887700622,8.493692,1.6669939,43815.2,Entry level,Full-time,NC,Southeast,,0,Administrative Associate - UNC Eye Carolina Crossing
3903479862,13.566553,13.837911,50086.399999999994,Associate,Full-time,FL,Southeast,12.5,0,Administrative Coordinator
3901936703,9.663315,-2.4512467,107500.0,Mid-Senior level,Full-time,VA,Southeast,,0,Electrical and Instrument Supervisor
3891076086,13.024025,9.944986,97500.0,Mid-Senior level,Full-time,CT,Northeast,,0,Senior Internal Auditor
3887592713,0.98262227,-5.405462,58406.399999999994,Entry level,Full-time,CA,West,,0,Administrative Assistant - Ortho - Full Time 8 Hour Days (Non-Exempt) (Union)
3901641073,11.0321455,-15.073036,47840.0,Entry level,Full-time,WI,Midwest,3.3333333333333335,1,Securities Services Senior
3895552085,12.99009,9.907813,140000.0,Mid-Senior level,Full-time,NY,Northeast,,0,Senior Wealth Management Banker (SAFE)
3899527587,22.61961,10.075765,88400.0,Mid-Senior level,Contract,TX,Southwest,15.873015873015872,0,Datacenter Technician
3884439351,1.7676185,-5.2952175,56118.4,Entry level,Full-time,WA,West,,0,Warehouse Coordinator
3902883106,4.871445,11.297964,117500.0,Mid-Senior level,Full-time,NC,Southeast,,0,Accounting Manager
3901965276,14.085647,-11.429493,193400.0,Mid-Senior level,Full-time,TX,Southwest,,0,Senior Site Reliability Engineer
3887870806,4.256322,8.864979,33280.0,Mid-Senior level,Full-time,PA,Northeast,,0,Assistant Manager
3905262066,-11.977772,13.130753,192025.0,Mid-Senior level,Full-time,CA,West,16.666666666666664,1,Software Engineer
3902362906,8.475466,-14.662266,97760.0,Mid-Senior level,Contract,MI,Midwest,,0,Senior Category Manager
3903820004,-7.319029,14.97402,57500.0,Director,Full-time,MN,Midwest,,0,Director of Nursing (DON) - Full-Time 1st Shift
3902361480,-4.8107805,0.23817645,42952.0,Entry level,Full-time,IL,Midwest,,0,Warehouse Assistant I
3901391068,-7.6605754,14.360219,148500.0,Director,Full-time,NY,Northeast,,0,"Director, eCommerce & Retail"
3887468932,13.079319,-7.8378677,135000.0,Mid-Senior level,Full-time,MD,Northeast,16.666666666666664,0,Cloud Engineer
3904990634,-7.7184005,10.924801,42400.0,Associate,Full-time,AL,Southeast,6.25,0,"Assistant Director, Ticket Operations"
3905201397,4.2361116,8.84265,49000.0,Mid-Senior level,Full-time,ME,Northeast,,0,Store Manager
3902355238,-7.283088,-5.1426806,46800.0,Entry level,Full-time,CO,West,,0,"Crusher Laborer, Peak Materials - Kilgore (C)"
3903835538,-4.6614985,-2.3917384,55088.8,Entry level,Full-time,MO,Midwest,,0,Facilities Technician II (General Maintenance) - OFMD
3887712746,-7.722494,10.94124,270000.0,Mid-Senior level,Full-time,GA,Southeast,8.333333333333332,0,EY-Parthenon - Strategy Realized - Advanced Manufacturing & Mobility - Senior Director
3898164376,0.2864778,-4.5583787,39988.0,Entry level,Full-time,CA,West,,0,"Retail, Sales Associate T"
3901801334,9.11951,-14.702719,177840.0,Mid-Senior level,Contract,MA,Northeast,10.0,0,"Principal Commissioning/Validation Engineer III in Framingham, MA "
3900962717,22.573423,10.045199,101434.0,Associate,Full-time,TX,Southwest,8.695652173913043,0,Information Technology Specialist - Data Operations
3901639879,17.000233,-11.042457,49920.0,Mid-Senior level,Contract,MI,Midwest,5.555555555555555,0,Desktop Support Specialist - Field Technician (Storm Support)
3901980449,3.9824443,8.338101,95000.0,Mid-Senior level,Full-time,PA,Northeast,,0,"Heating, Ventilation, and Air Conditioning Manager"
3900974979,7.1161613,-14.414413,41600.0,Mid-Senior level,Contract,CA,West,19.607843137254903,0,Administrative Assistant
3905670305,0.5635806,-7.068555,155000.0,Entry level,Full-time,CA,West,,0,Associate Attorney
3905867638,8.75209,-15.862291,150800.0,Mid-Senior level,Contract,NY,Northeast,,0,Radiologic Technologist
3901988950,-4.8489094,-2.1675143,58905.6,Entry level,Full-time,MI,Midwest,,0,Donor Intake Nurse – LPN
3889104209,17.787441,-10.723731,39520.0,Entry level,Contract,KS,Midwest,,0,"Behavioral Health Benefits Specialist (Osawatomie,, KS)"
3901951575,14.919756,-13.210459,103000.0,Entry level,Full-time,OK,Southwest,,0,Engineer II - Measurement
3901371884,-3.8017642,6.9086967,112500.0,Mid-Senior level,Full-time,CA,West,,0,Financial Controller
3905611305,10.935883,-14.096619,237500.0,Mid-Senior level,Full-time,GA,Southeast,,1,Sales Manager
3904509906,-7.737287,13.947004,200000.0,Director,Full-time,MD,Northeast,,0,Director of Finance And Accounting
3901691656,10.284147,-14.48707,144560.0,Mid-Senior level,Contract,CT,Northeast,30.67484662576687,1,Cloud Engineer
3894572916,-3.5057714,6.4953976,80000.0,Mid-Senior level,Full-time,CA,West,,0,Sr. Tax Associate
3905300100,-2.6507626,-5.3790994,147500.0,Associate,Full-time,CA,West,,0,Consumer Warranty & Lemon Law Associate Attorney
3901373297,-4.2784286,6.019946,102585.6,Mid-Senior level,Full-time,CA,West,,0,Registered Nurse (RN) - Emergency
3884437152,2.2023633,-10.720849,120000.0,Mid-Senior level,Full-time,CA,West,15.028901734104046,0,People Operations Manager
3888998958,0.710283,12.310307,29900.0,Entry level,Full-time,AZ,Southwest,,0,Teacher
3889441106,22.724281,4.724004,38948.0,Associate,Part-time,WA,West,,0,Part Time - Fulfillment Associate - Flexible
3886467238,7.2647514,2.6936607,135200.0,Entry level,Full-time,VA,Southeast,,0,Dental Hygienist - choose your own schedule
3902832535,8.831046,-13.930178,33280.0,Entry level,Contract,VA,Southeast,,0,Administrative Assistant
3906235434,10.60626,-2.623864,50081.0,Mid-Senior level,Full-time,NC,Southeast,,0,Claims Facilitator
3902363385,-18.697872,-0.17856371,58500.0,Entry level,Full-time,WY,West,,0,Assistant Staff Engineer/Geologist/Scientist
3904390534,0.7446256,13.40758,67500.0,Entry level,Full-time,TX,Southwest,,0,Legal Administrative Assistant
3884854386,12.796464,-7.095978,199150.0,Mid-Senior level,Full-time,WA,West,5.263157894736842,0,Sr. Information Security Engineer
3889286282,8.528306,-8.393946,129600.0,Entry level,Full-time,IN,Midwest,,0,Purchasing and Supply Continuity Specialist - Senior
3902834501,7.2836094,-16.147163,54080.0,Associate,Contract,NJ,Northeast,5.88235294117647,0,Lab Operations Technician
3903444826,5.1421833,10.517491,35360.0,Mid-Senior level,Full-time,TN,Southeast,,0,Assistant Site Manager
3900959517,0.57554865,12.227677,27040.0,Entry level,Full-time,OK,Southwest,,0,Casual Sales Ambassador - Woodland Hills Mall
3901953547,-11.857938,13.034452,214500.0,Mid-Senior level,Full-time,CA,West,23.076923076923077,0,Staff Software Engineer - Backend (Data & Classification)
3900963305,-16.91154,-8.06976,98800.0,Mid-Senior level,Contract,WA,West,37.333333333333336,0,User Experience Designer
3889103300,13.361466,4.971838,35360.0,Mid-Senior level,Full-time,PA,Northeast,,0,Child Care Administrator
3889426105,6.45534,2.0992448,58000.0,Entry level,Full-time,AL,Southeast,,0,"Financial Institution Specialist (Risk Management), CG-0570A-7"
3888449478,9.037974,14.296182,170000.0,Mid-Senior level,Full-time,CA,West,,0,Accounting Manager / Finance Manager
3904430781,6.98796,0.6421975,40000.0,Entry level,Full-time,FL,Southeast,,0,Outsides Sales Specialist
3894947629,3.844248,8.551849,85000.0,Mid-Senior level,Full-time,NJ,Northeast,,0,Human Resources Manager
3906228168,-2.1256542,-1.5006648,83000.0,Entry level,Full-time,OH,Midwest,,0,Center Manager Physical Therapist
3884929200,-7.643595,14.289758,125000.0,Director,Full-time,NY,Northeast,,0,"Director, Enterprise Project Management Office (PMO)"
3889100719,17.79559,-10.736566,41600.0,Entry level,Contract,KS,Midwest,,0,Environmental Laboratory Assessment Technician
3900943982,13.562256,13.832116,75920.0,Associate,Full-time,NC,Southeast,7.142857142857142,0,Commercial Banking Specialist
3901398047,24.118738,-3.7912042,76500.0,Mid-Senior level,Part-time,AZ,Southwest,,0,Accounting Manager
3894943510,-1.4815509,9.683963,48880.0,Entry level,Full-time,CA,West,,0,Receptionist (42034)
3904388558,4.80887,-1.5755473,39520.0,Entry level,Part-time,CO,West,11.11111111111111,0,Retail Consultant | Aesop Free Market | Part Time
3904424986,0.69486994,-7.089339,127992.8,Entry level,Full-time,CA,West,,0,Physical Therapist - Inpatient - SU-TH
3902341880,6.834239,0.86106104,47840.0,Entry level,Full-time,VA,Southeast,,0,Human Resources Coordinator
3903832882,10.877977,-15.037482,140000.0,Mid-Senior level,Full-time,IL,Midwest,,1,Senior Solar Project Manager - Community Solar! (REMOTE - IL or MO based 30% travel)
3891278434,17.036737,-11.039877,115000.0,Mid-Senior level,Contract,IL,Midwest,,0,Aviation Logistics Manager
3900938906,13.262073,-18.221895,122500.0,Associate,Full-time,CT,Northeast,,0,"Sr. Analyst/Manager, FP&A"
3885869317,16.435986,14.792848,125100.0,Entry level,Full-time,NY,Northeast,14.285714285714285,0,Facilities - Mechanical Engineer - Aerospace Research
3899527257,20.854095,0.62322015,48609.59999999999,Associate,Full-time,MI,Midwest,20.0,0,Payroll Specialist
3904716171,-6.9437337,-5.2184963,57501.59999999999,Entry level,Full-time,CA,West,,0,"LA Galaxy, Program & Youth Development, Specialist (Temporary)"
3891274077,1.7417586,-2.030815,40000.0,Entry level,Full-time,NY,Northeast,,0,Procurement Operations Associate
3901668198,12.504354,-11.179835,74250.0,Mid-Senior level,Full-time,TX,Southwest,,0,Military and Family Life Counselor (Adult)
3904432220,-1.4880121,9.682122,49920.0,Entry level,Full-time,CA,West,,0,Receptionist
3905692073,8.049674,-5.9856253,150000.0,Director,Full-time,NY,Northeast,,0,Controller
3900962294,-18.692728,-0.20386554,72900.0,Associate,Full-time,MA,Northeast,17.391304347826086,0,"Associate Scientist, Cell Line Development"
3904930938,14.09431,-8.635897,175000.0,Mid-Senior level,Full-time,NY,Northeast,12.5,0,Investment Risk Manager - Hedge Fund - New York
3887984795,10.7128725,-9.530601,150000.0,Mid-Senior level,Full-time,WA,West,,0,Senior Power System Study Engineer
3906261093,0.4744588,-10.0126705,50000.0,Associate,Full-time,MA,Northeast,,0,Full Time Supervisor
3901981645,-2.7184236,-5.390782,128329.5,Associate,Full-time,CA,West,,0,Nurse Practitioner (new grads welcome)
3906226556,3.3397818,16.008009,97500.0,Entry level,Full-time,IA,Midwest,,0,Automation Engineer
3898162778,-3.536906,6.735797,95106.0,Mid-Senior level,Full-time,CA,West,,0,Information Officer II (JC-425679)
3905397334,12.420746,3.00419,155000.0,Mid-Senior level,Full-time,NY,Northeast,,0,Commercial Real Estate Large Loans / Conduit Lending - Associate
3903485892,12.850367,0.41008645,90000.0,Associate,Full-time,SC,Southeast,,0,Outside Sales Representative (Facilities Supply)
3898161870,12.765494,-17.947157,98500.0,Mid-Senior level,Full-time,PA,Northeast,25.925925925925924,0,Senior Financial Systems Analyst
3902883069,-6.572604,-5.361289,90000.0,Entry level,Full-time,CA,West,,0,Sustainability Business Operations Coordinator - Stanford University
3901803418,13.608128,-11.956943,80000.0,Associate,Full-time,TX,Southwest,32.55813953488372,0,Mechanical Engineer
3887989173,10.737094,-9.526415,122500.0,Mid-Senior level,Full-time,OR,West,,0,Senior Electrical Engineer
3902745738,8.500947,1.6440963,43056.0,Entry level,Full-time,AR,Southeast,,0,Field Operations Assistant
3902848391,8.562249,-6.4887385,162500.0,Director,Full-time,TX,Southwest,,0,"Controller (Oil & Gas Revenue Accounting) - Dallas, TX"
3894942239,-18.671621,-0.2104294,97760.0,Associate,Contract,PA,Northeast,,0,Infectious Disease Scientist
3903448328,12.701947,-7.479999,125000.0,Mid-Senior level,Full-time,NC,Southeast,3.571428571428571,0,Wi-Fi Engineer- 1935805
3899525337,4.7607675,-2.070422,70584.8,Entry level,Part-time,CA,West,,0,Recreational Therapist
3903429654,17.31488,-23.214314,60320.0,Associate,Temporary,DC,Northeast,,0,Various Temporary Executive Assistant and Operations Opportunities!
3906093407,0.78326523,13.233751,51521.6,Entry level,Full-time,TX,Southwest,,0,HVAC Service Technician ll
3904969641,8.534096,-15.2580595,164320.0,Mid-Senior level,Contract,NJ,Northeast,6.25,0,Medical Doctor
3887912272,21.989439,5.4325023,43680.0,Entry level,Part-time,NE,Midwest,,0,CNA - Certified Nursing Assistant - Part Time Days
3905331260,3.111896,-6.759962,57200.0,Entry level,Full-time,CO,West,,0,MACHINIST 2nd Shift Gas Stream
3903813363,4.2924433,-1.713594,46290.4,Entry level,Part-time,HI,West,,0,Food Runner Seaview Terrace - Part Time Temporary (90 days) 
3894283556,14.17542,-4.476869,102500.0,Associate,Full-time,NY,Northeast,,0,Financial Planning and Analysis Specialist
3904089081,22.424112,10.1630945,182100.0,Mid-Senior level,Full-time,WA,West,,0,"Sr Data Engineer , Customer Engagement Technology Generative AI"
3904938497,8.028428,13.607271,75780.0,Mid-Senior level,Full-time,CA,West,,0,Acquisition Manager (SD)
3905200442,13.332557,-11.943939,47434.4,Entry level,Full-time,TX,Southwest,10.0,0,Customer Support Associate (Spanish Speaker)
3885106329,4.693739,11.33436,117500.0,Mid-Senior level,Full-time,NC,Southeast,,0,Accounting Manager
3885843707,12.860639,-6.36077,107068.0,Entry level,Full-time,CA,West,,0,Unified Communications Engineer II - IS Infrastructure - Full Time 8 Hour Days (Non-Exempt) (Non-Union)
3906252526,2.6594815,-7.048487,65520.0,Entry level,Full-time,CA,West,,0,"Associate - Summer 2024 - Pasadena, CA"
3886213402,12.900004,-7.146083,200000.0,Mid-Senior level,Full-time,CA,West,5.0,0,Robotics Test & Release Engineer (Defense Technology)
3884822955,12.057823,23.2559,30160.0,Entry level,Full-time,CA,West,,0,Junior Groomer
3902859935,9.74815,-2.588446,94435.0,Mid-Senior level,Full-time,AL,Southeast,,0,Implementation-Conversion Product Consultant II
3901943463,13.49971,3.0223155,100000.0,Mid-Senior level,Full-time,MA,Northeast,,0,Estimator
3889103933,1.3508807,-5.797973,67017.59999999999,Entry level,Full-time,HI,West,,0,Night Auditor  
3904387984,10.308487,-8.339348,54860.0,Mid-Senior level,Full-time,SC,Southeast,12.5,0,Retail Banker II (40) Rock Hill
3894899318,6.5162272,-17.116877,145600.0,Mid-Senior level,Contract,TX,Southwest,,0, Marketing/Design/Sales - Commercial Marketing Specialist IV
3891073164,12.940148,-7.99369,225000.0,Mid-Senior level,Full-time,NY,Northeast,,0,Quant Systems engineer
3904419865,-4.9319944,-2.0383391,59987.2,Entry level,Full-time,NE,Midwest,,0,Youth Security Specialist II/2nd Shift (Whitehall Campus)
3901368754,-5.263205,1.0897641,31200.0,Entry level,Full-time,MI,Midwest,,0,Detroit Metro Airport Lot Attendant
3901936928,12.053345,-11.134553,47500.0,Mid-Senior level,Full-time,TX,Southwest,,0,Inside Sales Advisor
3889778542,7.817879,-10.448982,87500.0,Associate,Full-time,NY,Northeast,21.568627450980394,0,Assistant Project Manager
3888478407,-12.111023,13.242146,136348.0,Mid-Senior level,Full-time,CA,West,,0,Software Engineer II
3905311486,11.509116,-14.524295,77750.0,Mid-Senior level,Full-time,CA,West,,1,Staff Attorney
3899526201,8.628285,-14.037301,55120.0,Mid-Senior level,Contract,VA,Southeast,8.0,0,Logistics Coordinator
3904077542,0.9011472,-7.0645742,109812.0,Entry level,Full-time,CA,West,,0,FINANCIAL ACCOUNTANT II
3906093762,-3.330039,3.1424437,52000.0,Entry level,Full-time,CA,West,20.0,0,AP/AR Clerk
3904963274,13.014356,-18.02593,52000.0,Associate,Full-time,GA,Southeast,25.0,0,Billing Analyst
3901944648,9.963686,-2.8117733,80000.0,Mid-Senior level,Full-time,TN,Southeast,,0,Project Surveyor
3891255693,-7.922909,14.391953,126265.0,Director,Full-time,AZ,Southwest,,0,Account Director II
3884934211,8.789069,-14.223161,232960.0,Mid-Senior level,Contract,GA,Southeast,4.878048780487805,0,Executive Business Consultant
3901355181,-15.333545,13.699438,119600.0,Associate,Contract,MD,Northeast,10.0,0,Mainframe Developer
3901944314,12.832148,0.12684532,51000.0,Associate,Full-time,FL,Southeast,,0,Accounts Receivable Specialist
3895521659,8.601635,1.4337485,35900.799999999996,Entry level,Full-time,AL,Southeast,,0,Patient Navigator
3899543226,14.005035,-11.453318,90000.0,Mid-Senior level,Full-time,TX,Southwest,6.666666666666667,0,Senior Accountant
3906223250,-7.517007,14.082606,118168.0,Director,Full-time,NY,Northeast,,0,"The Marcy Lab School, Director of Operations"
3900960347,10.362562,-14.615556,96720.0,Associate,Contract,IL,Midwest,34.177215189873415,1,Issue Remediation Tester- 79420
3887719211,5.972678,-23.532171,41600.0,Internship,Full-time,CA,West,32.72727272727273,1,Global Supply Chain Intern
3888499370,3.3872852,8.17581,162500.0,Mid-Senior level,Full-time,NY,Northeast,,0,Business Unit Manager > Manufacturing
3906224802,-1.6143109,9.538479,55380.0,Entry level,Full-time,WA,West,,0,Licensed Veterinary Technician
3904599295,5.1190133,10.560719,46280.0,Mid-Senior level,Full-time,VA,Southeast,,0,Shift Manager
3901964292,2.3207893,-7.0959682,69711.2,Entry level,Full-time,CA,West,,0,Social Worker II
3885866639,0.26273373,-4.8959365,43856.8,Entry level,Full-time,CO,West,,0,Healthcare Referral Coordinator - Onsite
3895208306,7.268684,-14.79176,171600.0,Mid-Senior level,Contract,CA,West,,0,Martech product manager
3904420371,15.713324,-1.1084577,41600.0,Entry level,Full-time,OH,Midwest,,0,Field Technician
3888945165,0.30557442,-4.933161,47840.0,Entry level,Full-time,CA,West,,0,Spa Experience Coordinator
3902843950,-1.8304431,-11.454102,117500.0,Mid-Senior level,Full-time,AZ,Southwest,,0,"Manager-Client Engagement (Phoenix, AZ)"
3895849293,-7.3233957,14.965277,120000.0,Director,Full-time,IL,Midwest,,0,Human Resources Director
3901938616,-17.030092,-8.188656,90000.0,Mid-Senior level,Full-time,NY,Northeast,,0,"Designer, Women's Wovens and Knits"
3904510236,13.256131,-17.5103,75000.0,Mid-Senior level,Full-time,NY,Northeast,,0,Accounting Analyst
3900936986,12.928944,-7.998784,165173.0,Mid-Senior level,Full-time,DC,Northeast,,0,Principal Systems Engineer - 90376826 - Washington
3902397726,9.258418,-8.278708,102500.0,Mid-Senior level,Full-time,GA,Southeast,,0,Senior Accountant
3899515882,12.996031,9.914802,135000.0,Mid-Senior level,Full-time,NY,Northeast,,0,Senior Litigation Attorney
3903825707,23.453049,4.2911925,33280.0,Mid-Senior level,Part-time,MD,Northeast,,0,Seasonal Membership Ambassador
3891087926,21.840221,5.586669,31408.0,Entry level,Part-time,IA,Midwest,,0,Title I
3891268092,-4.6815853,-0.4453554,63648.0,Entry level,Full-time,IN,Midwest,,0,Industrial Electrician
3900982778,12.539053,-17.872124,114700.0,Mid-Senior level,Full-time,NC,Southeast,,0,"FP&A Analyst, Institutional"
3901976808,-3.1805127,-5.0173345,55000.0,Associate,Full-time,WA,West,,0,Administrative Assistant
3884444080,-14.2944145,4.760772,105000.0,Mid-Senior level,Full-time,TX,Southwest,17.647058823529413,0,Embedded Threat Analyst Team Leader
3884429703,0.4744135,13.152454,47320.0,Entry level,Full-time,AZ,Southwest,,0,Refugee Medical Assistant
3901668999,14.103424,-8.6595955,120000.0,Mid-Senior level,Full-time,NY,Northeast,10.526315789473683,0,HR Manager - Manufacturing
3903877950,1.8984758,-5.0161214,52696.8,Entry level,Full-time,CA,West,,0,Steward (Dishwasher) - InterContinental Los Angeles Downtown
3901934964,15.457261,9.739179,156000.0,Director,Full-time,CA,West,,0,Director of Quality Assurance
3903871484,-2.8192556,7.482193,74150.0,Mid-Senior level,Full-time,CO,West,,0,Distribution Supervisor
3902735562,3.9941711,8.410116,85000.0,Mid-Senior level,Full-time,NY,Northeast,,0,Shift Manager
3894917910,12.508443,-11.058667,66560.0,Mid-Senior level,Full-time,TX,Southwest,,0,Project Accountant- Construction
3903457115,7.984991,13.53928,71580.0,Mid-Senior level,Full-time,CA,West,,0,Store Manager
3887900865,0.29049423,-4.5256042,40622.4,Entry level,Full-time,CA,West,,0,Spa Massage Therapist
3903475626,-13.576733,4.564329,167000.0,Entry level,Full-time,CA,West,,0,"Lead, Space Ops Joint Exercise Planning Engineer (TS/SCI w Poly) (CA, CO)"
3902360517,9.752181,-15.354805,72800.0,Associate,Contract,IN,Midwest,,0,Talent Acquisition Specialist
3904962813,9.832615,-9.049714,72500.0,Mid-Senior level,Full-time,NY,Northeast,19.047619047619047,0,Senior Media Planner- (Media Agency Side)
3901940808,9.725129,-15.303295,81120.0,Associate,Contract,IL,Midwest,,0,Growth Coach
3901179758,8.623475,-8.439239,49500.0,Mid-Senior level,Full-time,IL,Midwest,,0,"Senior Associate, Stewardship"
3906226946,-3.4903574,-4.9262137,37856.0,Associate,Full-time,HI,West,,0,Full Time - Sales Associate - Flooring - Day
3884917436,0.63739866,12.251808,31200.0,Entry level,Full-time,TX,Southwest,,0,Bilingual Service Scheduler
3905341709,-1.7436783,-11.107107,60000.0,Mid-Senior level,Full-time,AZ,Southwest,,0,Community Association Manager (MAZ2024-6954)
3905210549,20.900135,0.31745237,52500.0,Associate,Full-time,MO,Midwest,,0,Supervisor Retail
3903885473,11.040343,-15.074443,75000.0,Mid-Senior level,Full-time,OH,Midwest,,1,Domain and DNS Management specialist
3902820277,-3.527442,-4.996684,37440.0,Associate,Full-time,CA,West,,0,Clinical Support Specialist
3900087983,8.5680685,1.4878279,32510.4,Entry level,Full-time,FL,Southeast,,0,PT-PARA I-PRE K_HOWARD DRIVE ELEMENT(1254100)
3884801356,7.153529,-15.795485,70720.0,Associate,Contract,CA,West,,0,Creative Project Manager
3906225487,0.94161785,3.0889373,80000.0,Entry level,Full-time,NJ,Northeast,,0,Physical Therapist
3889474101,14.199021,-4.5900126,257500.0,Associate,Full-time,NY,Northeast,,0,White Collar Litigation Associate
3906097158,17.326408,-15.072789,35360.0,Entry level,Full-time,MS,Southeast,,0,FORKLIFT OPERATOR
3905305549,-5.210966,1.0777484,33176.0,Entry level,Full-time,IL,Midwest,,0,HOURLY: Packer
3905295033,6.7425714,1.2196125,59217.6,Entry level,Full-time,GA,Southeast,,0,"Operator, Extruder II"
3904514010,12.362175,-17.04844,96720.0,Mid-Senior level,Contract,NJ,Northeast,,1,Business Analyst
3904385049,-6.3565583,10.523293,95000.0,Mid-Senior level,Full-time,WA,West,5.88235294117647,0,Windchill Architect
3905205647,-6.370836,-0.20085347,62700.0,Entry level,Full-time,IL,Midwest,,0,Equipment Maintenance Technician - 3rd shift (Sun-Thur)
3902752171,0.8905447,1.5081447,76252.79999999999,Entry level,Full-time,PA,Northeast,,0,Field Service Representative - Third Class
3899528203,9.17295,-14.697468,119600.0,Mid-Senior level,Contract,MA,Northeast,14.814814814814813,0,Systems Engineer
3905313058,8.282019,-5.9579663,64480.0,Director,Full-time,NC,Southeast,,0,Fitness Center General Manager
3903497299,-7.1867876,-5.1689744,47840.0,Entry level,Full-time,CO,West,,0,Patient Care Coordinator
3891091577,-9.269822,-4.216876,47500.0,Entry level,Full-time,CA,West,,0,Property Administrator-Mixed Use
3894287037,-14.127725,20.553247,39520.0,Internship,Internship,TX,Southwest,,0,Mechanical Engineering Intern
3906067166,13.338878,-11.366176,110000.0,Mid-Senior level,Full-time,TX,Southwest,25.0,0,Grower - Controlled Environment Agriculture (CEA) Greenhouse 
3903885290,18.380594,0.019712485,100672.0,Mid-Senior level,Part-time,CO,West,,0,Interventional Radiology Registered Nurse
3898166293,10.340354,-8.30549,62400.0,Mid-Senior level,Full-time,GA,Southeast,7.142857142857142,0,Factoring Underwriter
3903472938,9.856258,-15.095732,58240.0,Associate,Contract,MN,Midwest,18.181818181818183,0,Technical Help Desk
3905322914,13.081398,4.241821,56525.0,Mid-Senior level,Full-time,ME,Northeast,,0,Archaeologist
3894560634,15.303617,9.57062,300000.0,Director,Full-time,CA,West,,0,"Director, Product Analytics"
3905257381,5.0750623,10.651973,54000.0,Mid-Senior level,Full-time,NC,Southeast,,0,Retail Manager
3904724696,3.4359982,8.066555,218773.82,Mid-Senior level,Full-time,NY,Northeast,,0,Electrical Estimating Sr Manager
3887588762,10.136973,-9.684128,130000.0,Mid-Senior level,Full-time,PA,Northeast,,0,Senior Electrical Engineer
3887499066,13.222968,-8.199568,115000.0,Mid-Senior level,Full-time,MA,Northeast,,0,Electrical Engineering Manager
3904391528,8.52213,1.534859,39503.305,Entry level,Full-time,KY,Southeast,,0,Administrative Support Coordinator - Administrative Office of the Courts (AOC)
3903475749,9.119614,14.275514,183706.0,Mid-Senior level,Full-time,WA,West,,0,Operating Room Nurse Manager - Allenmore
3902917670,13.3953905,-11.441727,50000.0,Mid-Senior level,Full-time,TX,Southwest,15.151515151515152,0,Outside Sales Representative
3900987028,8.072256,2.2536054,63232.0,Entry level,Full-time,GA,Southeast,,0,Service Technician
3884919107,5.961607,-23.543644,63960.0,Internship,Full-time,WA,West,,0,Auto Glass Installation Technician Trainee
3904925980,2.9295938,16.47474,85000.0,Mid-Senior level,Full-time,WI,Midwest,,0,Manufacturing Engineer
3886879171,12.267437,-7.6414638,100000.0,Mid-Senior level,Full-time,SC,Southeast,,0,Engineering Supervisor
3905881601,12.89317,-16.826958,97760.0,Entry level,Full-time,TX,Southwest,,0,Technical Analyst Mid.
3900964278,6.791408,-16.82798,114400.0,Mid-Senior level,Contract,TX,Southwest,13.157894736842104,0,Senior Network Security Engineer
3903825756,-4.8006897,0.20495775,44720.0,Entry level,Full-time,IN,Midwest,,0,Medical Assistant
3885836977,8.200141,2.1789627,60000.0,Entry level,Full-time,VA,Southeast,,0,Accounts Receivable Specialist
