id,skill_python,skill_machine_learning,skill_sql,skill_r,skill_aws,skill_deep_learning,skill_tensorflow,skill_spark,skill_azure,skill_pytorch,skill_tableau,skill_gcp,skill_scikit-learn,skill_scala,skill_database,skill_pandas,skill_java,skill_hadoop,skill_git,skill_numpy,skill_docker,skill_amazon,skill_kubernetes,skill_matplotlib,skill_keras,skill_powerbi,skill_airflow,skill_linux,skill_neural_network,skill_scipy,skill_bash,skill_sklearn,skill_opencv,salary_mid_scaled,seniority_level_num,status_clean,status_hybrid,status_on_site,status_remote,industry_clean,industry_retail,industry_manufacturing,industry_technology,industry_finance,industry_education,industry_healthcare,industry_energy,industry_logistics,ownership_clean,ownership_Private,ownership_Public,ownership_nan,state_clean,state_AL,state_AR,state_AZ,state_CA,state_CO,state_CT,state_DC,state_DE,state_FL,state_GA,state_ID,state_IL,state_IN,state_KS,state_MA,state_MD,state_MI,state_MN,state_MO,state_MT,state_NAN,state_NC,state_NE,state_NH,state_NJ,state_NM,state_NY,state_OH,state_OK,state_OR,state_PA,state_RI,state_SC,state_TN,state_TX,state_UT,state_VA,state_WA,state_WI,state_WY,company_size_bucket,company_size_large,company_size_medium,company_size_small,company_size_unknown,company_size_very_large,post_age_scaled,fips_int_scaled,job_is_data_scientist,job_is_data_engineer,job_is_ml_engineer,job_is_analyst
191,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05456664729791242,3.0,0.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.9130434782608695,0.6363636363636364,1,0,0,0
192,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04754797425760834,4.0,0.0,0,1,0,0.0,0,0,0,1,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.5652173913043478,0.8545454545454545,1,0,0,0
193,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03996763173802125,3.0,0.0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.0,0.41818181818181815,1,0,0,0
194,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042536857958728455,4.0,0.0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.5217391304347826,0.41818181818181815,1,0,0,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054399061225266415,3.0,0.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1.0,0.6363636363636364,1,0,0,0
196,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05480101166369793,3.0,0.0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0.5652173913043478,0.9090909090909091,1,0,0,0
197,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07127750350906209,3.0,0.0,0,0,0,0.0,0,0,0,0,0,1,0,0,0.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.21739130434782608,0.09090909090909091,0,0,1,0
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640930739383898,3.0,0.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.391304347826087,0.09090909090909091,1,0,0,0
199,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02081506840292668,3.0,0.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.5652173913043478,0.09090909090909091,0,0,1,0
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07557436650269089,3.0,0.0,0,0,1,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.08695652173913043,0.09090909090909091,1,0,0,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013592401398648481,4.0,0.0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1.0,0.3090909090909091,0,0,1,0
202,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02749673975566097,3.0,0.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1.0,0.2909090909090909,1,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019876147305962405,3.0,0.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,1,0,0,0
204,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00076291912984042,3.0,0.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.13043478260869565,0.43636363636363634,1,0,0,0
205,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060248656750059644,3.0,0.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.5652173913043478,0.09090909090909091,1,0,0,0
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050288994498200464,3.0,0.0,1,0,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1.0,0.09090909090909091,0,0,1,0
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06639939493377789,3.0,0.0,0,0,1,0.0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.391304347826087,0.09090909090909091,1,0,0,0
208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07804424857771383,3.0,0.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.043478260869565216,0.5272727272727272,1,0,0,0
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05089164572450606,3.0,0.0,0,0,1,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.21739130434782608,0.41818181818181815,1,0,0,0
210,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07440766739214116,3.0,0.0,0,1,0,0.0,0,0,0,1,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1.0,0.2,1,0,0,0
211,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04501021616407921,2.0,0.0,0,1,0,0.0,1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0.17391304347826086,0.9090909090909091,1,0,0,0
212,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018391656701759726,3.0,0.0,0,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.5652173913043478,0.4727272727272727,1,0,0,0
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08146988353865676,3.0,0.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1.0,0.6363636363636364,1,0,0,0
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04704759444463146,3.0,0.0,1,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.13043478260869565,0.43636363636363634,1,0,0,0
215,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.03892625627350047,3.0,0.0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.34782608695652173,0.2909090909090909,1,0,0,0
216,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041689596929881695,3.0,0.0,0,0,1,0.0,0,0,0,1,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1,0,0,0,1.0,0.9090909090909091,1,0,0,0
217,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06479214204273517,2.0,0.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.5217391304347826,0.09090909090909091,0,0,1,0
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007711520700904965,3.0,0.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.08695652173913043,0.09090909090909091,1,0,0,0
219,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06558067476446473,2.0,0.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.5652173913043478,0.09090909090909091,1,0,0,0
220,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.028366504154524606,3.0,0.0,0,1,0,0.0,0,0,0,1,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,1.0,0.4727272727272727,1,0,0,0
221,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391942842171974,3.0,0.0,1,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.5652173913043478,0.43636363636363634,1,0,0,0
222,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.009370915546864823,3.0,0.0,1,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1.0,0.09090909090909091,1,0,0,0
223,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440751371058983,3.0,0.0,0,0,1,0.0,0,0,0,1,0,0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0.21739130434782608,0.9454545454545454,1,0,0,0
224,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006643799827583936,2.0,0.0,0,0,1,0.0,0,0,1,0,0,0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0,0.5652173913043478,1.0,1,0,0,0
225,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035999537491712176,3.0,0.0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,1.0,0.12727272727272726,1,0,0,0
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442088766464051,3.0,0.0,1,0,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1.0,0.6363636363636364,1,0,0,0
227,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.01790755981505523,3.0,0.0,0,0,1,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,1.0,0.5818181818181818,1,0,0,0
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07929913162605327,4.0,0.0,1,0,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.0,0.09090909090909091,1,0,0,0
229,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08180523863817654,3.0,0.0,1,0,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.08695652173913043,0.09090909090909091,1,0,0,0
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141315675079146,3.0,0.0,1,0,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1.0,0.09090909090909091,1,0,0,0
231,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04674571996879533,3.0,0.0,0,1,0,0.0,0,0,0,1,0,0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.13043478260869565,0.09090909090909091,1,0,0,0
232,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029401476221073107,3.0,0.0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.13043478260869565,0.2909090909090909,1,0,0,0
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05389868141228955,3.0,0.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.0,0.09090909090909091,1,0,0,0
234,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037523546209115216,3.0,0.0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,1.0,0.0,1,0,0,0
235,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533981186450849,4.0,0.0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.17391304347826086,0.6363636363636364,1,0,0,0
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049721653437856304,3.0,0.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.043478260869565216,0.41818181818181815,1,0,0,0
237,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006644531644495054,2.0,0.0,0,0,1,0.0,0,0,1,0,0,0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0,0.5217391304347826,1.0,1,0,0,0
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05025075706459455,2.0,0.0,0,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.7391304347826086,0.09090909090909091,1,0,0,0
239,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0254924761903368,3.0,0.0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.13043478260869565,0.4727272727272727,1,0,0,0
240,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055820615575112954,2.0,0.0,0,1,0,0.0,1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,1.0,0.2,1,0,0,0
241,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.007489780176836238,3.0,0.0,0,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.043478260869565216,0.5818181818181818,1,0,0,0
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05274497205191216,3.0,0.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.9130434782608695,0.09090909090909091,1,0,0,0
243,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025646523650127116,4.0,0.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,1.0,0.09090909090909091,1,0,0,0
244,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056003386848664655,3.0,0.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.5217391304347826,0.09090909090909091,0,0,1,0
