job_id,pca_x,pca_y,salary,experience_level,work_type,state,region,engagement_rate,remote,title
3891261467,-2.0184970081283082,-0.8525971419402194,35880.0,Entry level,Full-time,KS,Midwest,,0,Line Attendant
3891261878,-0.9499571885510799,-0.7907628153158373,61560.0,Entry level,Full-time,NM,Southwest,,0,Quality Assurance Performance Analyst
3891261964,-2.01535562037439,-0.6896367571092389,38480.0,Entry level,Full-time,FL,Southeast,,0,Heavy Assembler
3891261992,-0.6482788437306459,0.7118850620626725,58500.0,Mid-Senior level,Full-time,LA,Southeast,,0,"MD/AUTO FIELD CLAIMS REPRESENTATIVE I, II, SR."
3891261995,-1.216617387964571,-0.5115598854831915,37760.0,Associate,Full-time,FL,Southeast,,0,Entry Level Insurance Sales (2692)
3891262406,-1.957028457964215,-0.7943642574453953,35360.0,Entry level,Full-time,FL,Southeast,,0,Merchandiser
3891262611,-0.9649794241337218,-2.3834204597929847,44720.0,Entry level,Contract,NY,Northeast,,0,Temporary Administrative Office Assistant (140576)
3891262613,0.44622949176781357,1.9269471005922616,135000.0,Mid-Senior level,Full-time,MA,Northeast,,0,Property Operations Manager (140571)
3891262951,-2.359015092063808,-2.4943982299348906,53560.0,Entry level,Part-time,MO,Midwest,,0,CNC Machine Operator
3891262957,-0.84087596256581,-3.5966561194394577,52000.0,Internship,Internship,NC,Southeast,,0,Sales Development Internship - Nationwide (Summer '24)
3891262961,-1.682634324984698,-0.5309106098365796,39520.0,Entry level,Full-time,PA,Northeast,,0,Material Handler
3891263411,-1.7689114374799706,-0.5783662452877514,50000.0,Entry level,Full-time,TN,Southeast,,0,Route Sales Representative
3891263412,-2.0184970081283082,-0.8525971419402194,35880.0,Entry level,Full-time,OH,Midwest,,0,Line Attendant - 2nd Shift
3891263798,-0.7742977355907634,0.03717553922486054,75000.0,Entry level,Full-time,NY,Northeast,,0,Quality Engineer
3891264109,-2.0184970081283082,-0.8525971419402194,35880.0,Entry level,Full-time,KS,Midwest,,0,Line Attendant
3891264110,-1.92599169232068,-0.7587275050369776,37440.0,Entry level,Full-time,TN,Southeast,,0,Full-Time Merchandiser
3891264113,-2.024991311066522,-0.8723999457253384,31200.0,Entry level,Full-time,AL,Southeast,,0,Merchandiser
3891264324,-0.9469300223962435,-2.5029845513252025,39520.0,Entry level,Contract,NJ,Northeast,,0,Sales Support Specialist (139975)
3891264545,0.8386763650676458,2.971097966578054,175000.0,Mid-Senior level,Full-time,CA,West,,0,"Senior Project Manager, Special Systems"
3891264672,-1.0125426735764234,-0.5501902756391396,37760.0,Associate,Full-time,TX,Southwest,,0,Bilingual Sales - Minimal Experience Needed
3891264839,0.077763120658797,1.6688548604836733,85000.0,Mid-Senior level,Full-time,SC,Southeast,,0,Senior Staff Accountant
3891264863,-0.6218674155348631,0.6019223404009426,52500.0,Mid-Senior level,Full-time,NC,Southeast,,0,Site Supervisor
3891265472,-1.7476145961893963,-0.5539129801224861,52000.0,Entry level,Full-time,AL,Southeast,,0,Service Technician
3891265964,0.9721948215623387,1.4301372121893214,262500.0,Executive,Full-time,NY,Northeast,,0,VP Data Science
3891266028,0.9295183153454396,0.17544648733302326,55000.0,Mid-Senior level,Full-time,MA,Northeast,14.285714285714285,0,Business Development Coordinator or Assistant
3891266098,-0.3854068163952974,0.2905661109186023,102500.0,Associate,Full-time,CA,West,,0,Environmental Health Safety Specialist
3891266689,-1.4325529286044048,-0.03244678307735183,77334.0,Entry level,Full-time,CA,West,,0,INFORMATION TECHNOLOGY ASSOCIATE
3891266691,-0.27736381573944763,1.297482695960303,96426.0,Mid-Senior level,Full-time,CA,West,,0,INFORMATION TECHNOLOGY SPECIALIST I
3891266785,-0.525749685164777,0.058393868216833185,75000.0,Associate,Full-time,NY,Northeast,,0,Summer 2026 -Tax Associate I (New York)
3891266990,-1.3764734391807725,0.043934722948934475,124800.0,Entry level,Full-time,AR,Southeast,,0,Solar Sales Representative
3891266991,-1.2798670886177326,-2.622921654480652,37440.0,Entry level,Contract,TX,Southwest,,0,Cash Applications Specialist
3891266994,0.07315192694076443,1.668796392260569,115000.0,Mid-Senior level,Full-time,NC,Southeast,,0,Production Manager
3891267073,0.9466151675063257,2.743428220940119,147812.5,Mid-Senior level,Full-time,NY,Northeast,,0,"Senior Manager, Customer Success"
3891267088,-1.9519244063415508,-0.7761577553653809,40560.0,Entry level,Full-time,OH,Midwest,,0,Material Handler - 1st Shift
3891267091,-1.920529553371928,-0.580756433996877,45822.4,Entry level,Full-time,NC,Southeast,,0,CNC Machinist - 2nd Shift
3891267136,-0.3141820605914449,-1.4248501943712064,183040.0,Entry level,Contract,CA,West,,0,Nurse - CNA - Med Surg
3891267291,-2.0344686048328455,-0.8709359032616736,34840.0,Entry level,Full-time,OH,Midwest,,0,Recycle Technician
3891267302,-2.0765822834072742,-0.9192912877628039,32240.0,Entry level,Full-time,OH,Midwest,,0,Custodian
3891267711,-1.5908797733862687,-0.042540007378866665,70002.40000000001,Entry level,Full-time,CA,West,,0,"Waterfront Technician, Machinery Controls System"
3891267802,-2.0374972055553777,-2.895288787791458,25417.6,Entry level,Part-time,MO,Midwest,,1,Installer/Trainer Part Time
3891267987,0.2762073809462528,-2.7613806329261195,87360.0,Entry level,Contract,OH,Midwest,,0,Data Analyst
3891268090,-1.862286406115397,-0.6732344270413644,47840.0,Entry level,Full-time,OH,Midwest,,0,Assembler - 1st Shift
3891268092,-1.8114980489876862,-0.4432192985306704,63648.0,Entry level,Full-time,IN,Midwest,,0,Industrial Electrician
3891268148,-1.246827221618641,-2.4957235279576895,32856.0,Entry level,Contract,OR,West,,0,Sonographer
3891268761,-0.6536881693897808,0.8257647140438852,47320.0,Mid-Senior level,Full-time,NJ,Northeast,,0,Warehouse partner - Pick to Pallet - 2nd shift
3891268797,-1.4345186149104219,-0.45331370568345947,69295.2,Entry level,Full-time,TN,Southeast,,0,Claims Specialist – Property Field Inspection
3891268973,0.7677107790095944,1.5682928979316066,105375.0,Mid-Senior level,Full-time,SD,Midwest,,1,Growth Marketing Manager (New Business) - Full Time - Hybrid
3891268974,0.4582805148122985,1.8246317130696155,105375.0,Mid-Senior level,Full-time,GA,Southeast,,1,Growth Marketing Manager (New Business) - Full Time - Hybrid
3891269000,-1.9953873212755766,-0.8260623477523977,37440.0,Entry level,Full-time,MI,Midwest,,0,Monitoring Center Agent - Multiple Shifts
3891269573,0.13483261758919465,1.7707711309369476,206000.0,Mid-Senior level,Full-time,WA,West,,0,Medical Science Liaison - Northwest Market
3891269584,-1.5295145057065511,-0.2840677333760753,55296.8,Entry level,Full-time,WA,West,,0,Clinic Resource Specialist
3891269689,-0.21411461875518778,1.3800504426780835,49400.0,Mid-Senior level,Full-time,CA,West,,0,Companion Animal Department Manager
3891269870,-1.246420201972355,-0.2631192680115561,40000.0,Entry level,Full-time,TX,Southwest,,0,Account Manager
3891269879,-0.27741851147323604,1.0097682986772343,112500.0,Mid-Senior level,Full-time,MI,Midwest,,0,"Nurse Practitioner - $90,000 -$120,000- New Grads Accepted - Open to Relocate within MI"
3891270539,0.32067772452888765,1.4377208661927425,113000.0,Mid-Senior level,Full-time,CA,West,,0,Bioinformatic Scientist
3891270629,-0.2867777619950157,1.55551877201139,57720.0,Mid-Senior level,Full-time,CA,West,,0,Companion Animal Department Manager
3891270668,-2.2700479331138004,-2.456199828246882,37440.0,Entry level,Part-time,NY,Northeast,,0,Sales Associate
3891270932,0.40398674877945806,2.043428383982675,155000.0,Mid-Senior level,Full-time,NC,Southeast,,0,"Senior Actuary, Individual Retirement"
3891270934,-1.0070388843396685,0.48399823331580927,41600.0,Mid-Senior level,Full-time,IL,Midwest,,0,Future Advisor Training Program (Onsite)
3891271618,0.37837856061558445,3.4758975755578785,220000.0,Director,Full-time,CA,West,,0,"Tax Director, Real Estate"
3891271641,-1.804275840915664,-0.45926308032679103,39000.0,Entry level,Full-time,CA,West,,0,Pet Groomer
3891271648,-1.0696390824940178,0.12329407348414724,150800.0,Entry level,Full-time,TX,Southwest,,0,Pharmacist
3891271807,-0.15783947550997746,1.6064212290383408,145600.0,Mid-Senior level,Full-time,CO,West,,0,Irrigation Technician
3891271829,0.2544942615335116,1.824347096626248,105375.0,Mid-Senior level,Full-time,IL,Midwest,,1,Growth Marketing Manager (New Business) - Full Time - Hybrid
3891271899,-0.46777944677699895,0.8675277509318281,55000.0,Mid-Senior level,Full-time,PA,Northeast,,0,SPEN Producer Assistant
3891272566,0.4365220270003603,-2.1721338232120657,120640.0,Entry level,Contract,CA,West,,0,SharePoint Online Developer (SME)
3891272582,-0.2257716451505679,-1.4671706204026425,43680.0,Mid-Senior level,Contract,MO,Midwest,,0,Connect Ambassador
3891273040,-1.5787872710599935,-0.34064325930380485,50500.0,Entry level,Full-time,CA,West,,0,Insurance Marketing Representative
3891273113,0.05112097638135588,1.539072076473983,50440.0,Mid-Senior level,Full-time,HI,West,,0,Senior Sales Associate - Keyholder
3891273120,-1.2632847788590442,-1.2570763921556793,36192.0,Mid-Senior level,Part-time,CA,West,,0,Vetco Veterinary Clinic Advisor - Training Provided (Driving Role)
3891273282,-0.40157045678177355,1.326566661278221,92945.0,Mid-Senior level,Full-time,CA,West,,0,Appeals and Compliance Specialist
3891273295,-0.20515544282901846,0.59820305323212,164000.0,Associate,Full-time,NY,Northeast,,0,Associate - Corporate & Real Estate
3891273321,-0.9605849709905327,-0.2347988108920553,102500.0,Entry level,Full-time,WA,West,,0,Instructional Designer
3891273326,0.06286332471028007,1.809617492734658,150000.0,Mid-Senior level,Full-time,IL,Midwest,,0,Fund Accounting Manager
3891273709,-0.30802009095326915,-0.1226528459669224,142500.0,Entry level,Full-time,MD,Northeast,,0,Cyber Threat Intelligence Analyst (TS/SCI)
3891273824,-0.23707414336369353,1.3125914389142421,64950.0,Mid-Senior level,Full-time,TN,Southeast,,0,"Concessions Manager, Bridgestone Arena"
3891274076,1.303773182573274,-1.9820510399279496,45760.0,Internship,Full-time,NY,Northeast,25.0,0,2024 Summer Intern - Investments
3891274077,-1.6760789515136585,-0.5233836586066982,40000.0,Entry level,Full-time,NY,Northeast,,0,Procurement Operations Associate
3891274408,0.9197463899854165,1.706703898473287,96300.0,Mid-Senior level,Full-time,IL,Midwest,,0,Senior Associate Application Engineer (Full Stack)
3891274435,-0.6126854483711518,0.9124627445733413,52000.0,Mid-Senior level,Full-time,CA,West,,0,Housekeeping Coordinator
3891274532,-1.6308088799057658,-0.41979538427194485,64480.0,Entry level,Full-time,FL,Southeast,,0,LPN Licensed Practical Nurse $3000 Sign On
3891274727,-2.536415964872,-2.8116896356918284,28288.0,Entry level,Part-time,TX,Southwest,,0,Part Time Driver (Manheim)
3891274728,-0.11119975660302511,1.3239429895391408,58300.0,Mid-Senior level,Full-time,OH,Midwest,,0,Senior Client Solutions Executive (Manheim)
3891274731,-0.21698809497821958,1.2070977980112956,129450.0,Mid-Senior level,Full-time,GA,Southeast,,0,Sr UX Architect
3891274938,-0.4721499389878419,1.1953094352325122,56000.0,Mid-Senior level,Full-time,MN,Midwest,,0,Housekeeping Manager
3891275056,0.2919665790199753,1.1931235849758166,105120.07,Mid-Senior level,Full-time,GA,Southeast,,1,GEDSI MERLA Specialist (Remote)
3891276175,-0.2598428180693069,1.0073496895823306,68640.0,Mid-Senior level,Full-time,MO,Midwest,,0,Staff Project Engineer- Construction
3891276331,-0.7109160171521638,0.16155980374839976,125000.0,Entry level,Full-time,VA,Southeast,,0,BI Cloud Engineer (Top Secret)
3891276384,0.02648207477550293,1.336111050603935,116300.0,Mid-Senior level,Full-time,IL,Midwest,,0,Application Engineer ( Full Stack )
3891276434,-1.7781216187938282,-0.6881334595289685,30638.4,Entry level,Full-time,HI,West,,0,Server | AMA Bar & Grill | Full-time
3891276517,-1.545637400027227,-0.46228917449363677,64480.0,Entry level,Full-time,FL,Southeast,,0,LPN Licensed Practical Nurse $3000 Sign On
3891276538,1.055756427184203,2.556757409399124,127500.0,Mid-Senior level,Full-time,NY,Northeast,,0,Senior Audit Manager - Professional Practices
3891276547,-1.654782214643572,-0.49893051333817445,41600.0,Entry level,Full-time,MD,Northeast,,0,Order Selector
3891277370,-1.1483609732016324,-1.2654082378135012,38230.4,Mid-Senior level,Part-time,CA,West,,0,Restaurant Bartender Part-Time
3891277500,-1.5361581771582165,-0.4103084000336661,47840.0,Entry level,Full-time,CA,West,,0,Motorpool Dispatcher
3891277644,0.5842029526694007,1.0001989382149168,97292.0,Mid-Senior level,Full-time,NC,Southeast,,0,Advanced Cloud Engineer I - RapidScale
3891278285,-0.3325457072518817,1.086759263187416,118900.0,Mid-Senior level,Full-time,IL,Midwest,,0,Principal Risk Process Improvement
3891278349,0.8643767372805203,3.316321742849677,150000.0,Director,Full-time,NY,Northeast,,0,Director of Engineering
3891278351,7.2198544268391345,-4.287034629436966,156000.0,Associate,Contract,CA,West,61.53846153846154,1,DevOps Developer
3891278434,0.5691176408172447,-0.2856248115000916,115000.0,Mid-Senior level,Contract,IL,Midwest,,0,Aviation Logistics Manager
3891278447,-1.7350503466033234,-0.3677871882823425,64480.0,Entry level,Full-time,FL,Southeast,,0,LPN Licensed Practical Nurse $3000 Sign On
3891278669,-1.7385618591730538,-0.6838071400919558,45198.399999999994,Entry level,Full-time,NC,Southeast,,0,Roadside Event Specialist II
3891278670,-1.0706180906524867,-1.3091542458253325,34008.0,Internship,Full-time,TX,Southwest,,0,Inspector Apprentice - Manheim
3891278706,-0.8551219375185576,-2.397569508164654,46800.0,Entry level,Contract,NY,Northeast,,0,"Sales Coordinator, The Westin Buffalo"
3891279203,0.5121403301775689,1.0655863459020662,101700.0,Mid-Senior level,Full-time,TX,Southwest,,0,Lead Financial Analyst
3891279204,0.021865909930713624,1.6222552032558222,118900.0,Mid-Senior level,Full-time,IL,Midwest,,0,Manager Issue Management
3891279333,-1.6308088799057658,-0.41979538427194485,64480.0,Entry level,Full-time,FL,Southeast,,0,LPN Licensed Practical Nurse $3000 Sign On
3891279334,1.9447238554691566,-0.5018858126606003,166400.0,Mid-Senior level,Contract,CA,West,,1,"SAP ABAP FICO Developer (cds view, 10 + years in SAP development)"
3891279552,0.2584498587644294,1.7771293577467349,73892.0,Mid-Senior level,Full-time,CA,West,,0,Electro-Mechanical Technician Senior
3891280031,1.6778343968034917,2.419701465455156,142500.0,Director,Full-time,NY,Northeast,7.142857142857142,0,Director of Business Development
3891280082,-0.3481614110953406,1.8780957861285261,80000.0,Mid-Senior level,Full-time,CA,West,,0,Limewood Restaurant & Bar Manager
3891280108,-1.4533916221821952,-0.05637399804800337,74422.40000000001,Entry level,Full-time,ID,West,,0,LPN Licensed Practical Nurse
3891280174,0.948707921498694,-0.3956949631162377,60268.0,Associate,Full-time,AZ,Southwest,3.571428571428571,0,Business Office Manager
3891280202,-2.281010553668804,-2.4291689689925398,37388.0,Entry level,Part-time,OR,West,,0,Sales Associate
3891280357,0.10479477921499639,0.12606466749248255,150000.0,Associate,Full-time,TX,Southwest,,0,"Probate Litigation Attorney in Arlington, TX"
3891280402,0.4553277294799897,2.050769972333183,114878.4,Mid-Senior level,Full-time,PA,Northeast,,0,"CRNP or PA, Senior or Staff, Acute Pain Service, Dept of Anesthesiology, UPMC Shadyside Hospital"
3891280413,-0.533367382659679,0.8949236635360922,44200.0,Mid-Senior level,Full-time,AZ,Southwest,,0,Fulfillment Lead
3891281736,-1.756283632309327,-0.8054072897478705,36400.0,Entry level,Full-time,TX,Southwest,,0,Warehouse Associate
3891281763,0.8889710999344643,1.2491737355281527,99405.0,Mid-Senior level,Full-time,WI,Midwest,,0,Technical Support Analyst - Senior
3891281832,-0.19431300166391444,0.9915931592470539,96000.0,Mid-Senior level,Full-time,TX,Southwest,,0,"Information Systems Security Officer (ISSO) - early career - onsite McKinney, TX"
3891282408,0.9872770755701018,-1.099120988062371,114400.0,Mid-Senior level,Contract,TX,Southwest,,0,Billing Analyst (Financial Analyst III)
3891282410,1.7359501643169668,1.3923284336526662,178910.0,Mid-Senior level,Full-time,WA,West,,0,Machine Learning Data Engineer Specialist
3891282417,0.30258532651413467,-0.872851364329346,101709.4,Mid-Senior level,Contract,VA,Southeast,,0,"LPNT East Travel: RN: M/S TELE (7P - 7A) Danville Reg MC Danville, VA"
3891282484,-0.19799244637330704,1.1790584651252576,163000.0,Entry level,Full-time,CA,West,,0,Mechanical Design Engineering Manager (Onsite)
3891282749,-0.5068251554061352,0.41999752309724386,49920.0,Associate,Full-time,CO,West,,0,Inside Sales Manager
3891282753,0.7592469089303471,2.9492674365835834,151000.0,Director,Full-time,CA,West,,0,"Director, On Premise Field Marketing"
3891282853,-0.19265708945211765,1.3947438818293258,112704.8,Mid-Senior level,Full-time,CA,West,,0,"Registered Nurse, 3 Main Telemetry (Nights) - Full Time"
3891282889,-1.6221206602530798,-0.4098194758223086,65520.0,Entry level,Full-time,NC,Southeast,,0,"HVAC Service Technician - Asheville, NC"
3891283489,0.22480340931957454,1.8819610708679073,148000.0,Mid-Senior level,Full-time,AZ,Southwest,,0,Procurement Manager (Hybrid)
3891283506,0.6252397339761274,2.030950380732305,182000.0,Mid-Senior level,Full-time,TX,Southwest,,0,Radar Lead Systems Engineer
3891283518,0.2751366368765172,1.691704405825088,148000.0,Mid-Senior level,Full-time,IL,Midwest,,0,New Product Industrial Manager (Hybrid)
3891283730,-0.4094076057176738,1.4385050159089043,65000.0,Mid-Senior level,Full-time,CA,West,,0,Production Team Lead Insulated Glass
3891283859,-1.4382209363418748,-0.7125904624512689,36036.0,Entry level,Full-time,CA,West,,0,Production Worker
3891283888,0.13756452346533846,1.59723087140102,81120.0,Mid-Senior level,Full-time,KY,Southeast,,0,"Senior HVAC Technician- Lexington, KY"
3891284327,-1.6907767625021062,-0.6805484565199525,33280.0,Entry level,Full-time,NY,Northeast,,0,Warehouse I
3891284407,-0.23195314738222358,1.2906539036348477,62400.0,Mid-Senior level,Full-time,NY,Northeast,,0,Lead Quality Control Biochemist
3891284479,0.019336394003137716,0.6329255558594281,92500.0,Mid-Senior level,Full-time,TX,Southwest,,0,SR. Electrical Designer
3891284717,-0.07833891733097907,1.2671043104232471,104150.0,Mid-Senior level,Full-time,WA,West,,0,ALD GSM On Premise -Bellevue/Seattle/Tacoma/Everett WA
3891284805,-1.668064535530795,-1.8656662851152181,98820.80000000002,Entry level,Part-time,CA,West,,0,Per Diem MRI Tech (12) - Nights
3891284826,-1.394602617087709,-0.34047807640590677,57420.37,Entry level,Full-time,NJ,Northeast,,0,Emergency Services Specialist
3891285810,-1.9571879790690518,-1.8856529777041566,82243.2,Entry level,Part-time,CA,West,,0,On Call Chaplain
3891285824,0.41545519364127215,1.7363990110002285,192500.0,Director,Temporary,CA,West,,0,Director of Development
3891286990,-0.5720301339265793,0.36212671531083596,117700.0,Entry level,Full-time,WA,West,,0,Automation Engineer
3891287211,1.5664785942046977,0.20694052944513572,84069.0,Mid-Senior level,Full-time,CA,West,14.285714285714285,0,Business Process Analyst
3891287709,-0.519326579753299,0.8793698032907908,52790.0,Mid-Senior level,Full-time,CO,West,,0,"Sales Executive Merchant Regional (Denver, CO - Virtual)"
3891287715,-0.5723532776586105,0.6523322832037257,135000.0,Entry level,Full-time,TX,Southwest,,0,Lead Lab Engineer
3891288094,-0.06377644070138883,-0.8684864621481647,176800.0,Entry level,Contract,WA,West,,0,Program Manager
3891288696,-0.5752666277103519,1.1271268256727578,67500.0,Mid-Senior level,Full-time,CA,West,,0,Executive Assistant
3891288838,-1.8116934598573167,-0.29608068760105977,46612.8,Entry level,Full-time,AK,West,,0,Nursing Assistant - Horizon House
3891288853,-2.054340677344525,-0.5006948447024346,52124.8,Entry level,Full-time,KS,Midwest,,0,CNA 3C Tele- *FT/DAYS*
3891289367,3.0911292027413495,2.047101462698768,200500.0,Director,Full-time,CA,West,16.0,0,"Director, Total Rewards"
3891289368,0.9987277874315615,3.5416141141423614,202750.0,Director,Full-time,CO,West,,0,"Director, Process Improvement Engineering"
3891289460,0.632379822515965,2.0368804091180683,165000.0,Mid-Senior level,Full-time,IL,Midwest,,1,Global Accounts Manager - Retail Industry
3891289504,-0.17610114526890736,1.5854529808891067,140784.80000000002,Mid-Senior level,Full-time,CA,West,,0,"Charge RN Operating Room - Full Time, Day Shift"
3891289505,1.242005756216788,1.852839763572235,163613.0,Mid-Senior level,Full-time,WI,Midwest,,0,Sr. Software Engineer
3891289526,-2.292174947666424,-2.7029488227142795,36608.0,Entry level,Part-time,TX,Southwest,,0,Certified Nursing Assistant
3891289532,-1.5425175108177112,0.012990069332769047,76523.2,Entry level,Full-time,CA,West,,0,LPN LVN - Home Health
3891289535,0.654328021293517,3.5970038907542445,157200.0,Director,Full-time,WI,Midwest,,0,"Senior Director, Workforce Planning & Analytics"
3891289542,0.22215334528152159,1.9995904021595021,125964.8,Mid-Senior level,Full-time,AK,West,,0,Case Manager RN - PAMC Case Mgmt
3891289590,-1.9526897997583037,-2.0521875028167735,68442.40000000001,Entry level,Part-time,WA,West,,0,LPN - Home Health
3891290189,-0.38919917487739697,1.021709134509806,107120.0,Mid-Senior level,Full-time,IN,Midwest,,0,"PCU, Registered Nurse (RN) - Indianapolis - $46 - $57/hr"
3891290208,-1.1201476248623121,0.18597177861447467,117520.0,Entry level,Full-time,OR,West,,0,Registered Dental Hygienist - $55-$58/hour
3891290222,-0.5640909676407233,-0.3638468360857892,97011.2,Internship,Full-time,OR,West,,0,RN Resident - Intermediate Medical Care Unit
3891290625,-0.6363450790045166,0.3144240590395823,91520.0,Associate,Full-time,CA,West,,0,Litigation Secretary/Practice Specialist I
3891291177,-1.7945220991772608,-0.2763643442133828,48110.40000000001,Entry level,Full-time,CA,West,,0,Nursing Assistant - Surgical Unit
3891291206,-0.2212725443686199,0.23439329598976696,114015.2,Mid-Senior level,Part-time,OR,West,,0,RN - PSYCH SENIOR
3891292027,0.2830692908092168,2.0933259207155674,198900.0,Mid-Senior level,Full-time,WA,West,,0,Real Estate Asset Management Lead (Americas)
3891292140,-1.7102336303664438,-0.4986457735517315,63300.0,Entry level,Full-time,WI,Midwest,,0,Accounting Operations Specialist
3891292147,-0.16055462512023966,1.4316042810808016,119568.8,Mid-Senior level,Full-time,OR,West,,0,RN - Cardiology
3891292150,-1.460802402804674,-0.06488313708747626,73413.6,Entry level,Full-time,AK,West,,0,LPN (Per Diem/On Call) - Extended Care
3891292175,-0.0037196631175139905,1.4713952816944804,136437.6,Mid-Senior level,Full-time,CA,West,,0,Utilization Review RN - Case Management
3891292938,-0.0414444577312947,1.8610043108038257,128000.0,Mid-Senior level,Full-time,CA,West,,0,Associate Gallery Leader
3891293157,-1.753189631784345,-0.8018547246408403,36608.0,Entry level,Full-time,TX,Southwest,,0,"Associate Certified Nursing Assistant, Rural Health"
3891293159,-0.18171003028792154,1.4073134144125645,115000.0,Mid-Senior level,Full-time,CA,West,,0,Nurse Practitioner or Physician Assistant - Redding CA
3891293164,-0.44408385905427983,-0.4567495833634065,139859.19999999998,Mid-Senior level,Part-time,CA,West,,0,Clinic RN - Obstetrics and Gynecology
3891293176,-0.22501944425935252,1.3575850735029493,106184.0,Mid-Senior level,Full-time,OR,West,,0,RN-Pre Admit Clinic 1FTE Days
3891293196,-1.7308260362235097,-0.7761766006018593,38147.2,Entry level,Full-time,TX,Southwest,,0,Certified Nursing Assistant - Progress Care
3891294088,-2.313595302063139,-2.555844523375723,42640.0,Entry level,Part-time,TX,Southwest,,0,Technician-Fence
3891294128,0.006586254876900423,1.5098897724690634,142900.0,Mid-Senior level,Full-time,WI,Midwest,,0,FX - Business Lead
3891294150,0.7578020201270541,3.715813863400597,190200.0,Director,Full-time,WI,Midwest,,0,"Senior Director, Resource Planning"
3891295016,0.2846868892432596,2.2378553275026665,125507.2,Mid-Senior level,Full-time,WA,West,,0,Senior Mammography Technologist
3891295018,-1.5123186769260648,-0.3353523274158412,54080.0,Entry level,Full-time,PA,Northeast,,0,"Local CDL A Truck Driver Job (Phila, PA)"
3891295036,-1.459482185098384,-0.22307620696053737,88400.0,Entry level,Full-time,GA,Southeast,,0,"Registered Dental Hygienist - $65,000-$90,000/year"
3891295053,-0.5275139684926131,0.8699689543516494,52000.0,Mid-Senior level,Full-time,CA,West,,0,Public Safety Officer
3891296635,-2.0407416103600395,-0.7187852273510029,36722.4,Entry level,Full-time,SC,Southeast,,0,Forklift Operator II
3891297286,-0.7523420670320342,0.592398535463664,48297.6,Mid-Senior level,Full-time,AR,Southeast,,0,1st Shift Raw Materials Coordinator
3891297336,-1.9630690784213207,-0.6296007800594849,42369.6,Entry level,Full-time,SC,Southeast,,0,Facilities Maintenance Mechanic
3891298171,-0.42819227945595656,0.8243022414312627,75000.0,Mid-Senior level,Full-time,LA,Southeast,,0,Restaurant Business Consulting - Operations Associate (Sept 2024 Start)
3891298779,0.6383536097504321,-0.951086954635937,60236.8,Associate,Full-time,OK,Southwest,14.285714285714285,0,Governmental Accountant
3891299013,-0.7253645798290649,0.7950737637449731,61500.0,Mid-Senior level,Full-time,NC,Southeast,,0,Supervisor Delivery NFS
3891800200,-0.751995850355943,0.9858544539146095,75000.0,Mid-Senior level,Full-time,KY,Southeast,,0,Restaurant Business Consulting - Operations Associate (Sept 2024 Start)
3891800373,1.3677897905449388,2.1175689360491607,242000.0,Mid-Senior level,Full-time,CA,West,,0,System Software Architect
3891800518,-0.6964367616965494,-0.8651162658877991,76960.0,Mid-Senior level,Part-time,CA,West,,0,Mid-Level ABA Supervisor
3891801566,0.2000815952692056,1.5025504253087503,102500.0,Mid-Senior level,Full-time,NC,Southeast,,0,Electrical Field Supervisor / (Hybrid) Field Project Manager
3891801574,-1.5388562220088347,-0.1941236421667189,62400.0,Entry level,Full-time,NJ,Northeast,,0,Environmental Specialist
3891801623,0.7788577049991031,1.553052154154793,187500.0,Mid-Senior level,Full-time,AZ,Southwest,,0,Radio Frequency Millimeter-Wave Engineer IV
3891802231,0.816904888343074,3.144124649262734,198900.0,Director,Full-time,NY,Northeast,,0,"Strategy, Insights, Ideation Director"
3891802286,-0.9285847909171265,0.6676972104245431,162640.0,Entry level,Full-time,OH,Midwest,,0,(Worldpay) Product Manager - Transaction Lifecycle
3891802420,2.2365541914499616,0.6510547230558743,105000.0,Associate,Full-time,WA,West,4.545454545454546,0,Senior Financial Analyst/ Project Manager
3891802631,-1.6357078371121256,-0.684321362254068,47840.0,Entry level,Full-time,VA,Southeast,,0,SHUTTLE DRIVER / CDL A Driver
3891802930,-1.4576788134447962,-0.6342618572727886,39914.494999999995,Entry level,Full-time,NJ,Northeast,,0,Technician
3891803164,-0.49758790841085315,0.7569673987158425,75000.0,Mid-Senior level,Full-time,IA,Midwest,,0,Restaurant Business Consulting - Operations Associate (Sept 2024 Start)
3891803322,-0.5806898636135394,0.5714662017055614,151845.0,Entry level,Full-time,MA,Northeast,,0,Industrial Engineer- Lockbox Processing
3891803378,-0.4036061641240753,1.112911596738181,75000.0,Mid-Senior level,Full-time,PA,Northeast,,0,Restaurant Business Consulting - Operations Associate (Sept 2024 Start)
3891804005,-1.1813162191705615,0.11573733229457986,105000.0,Entry level,Full-time,CA,West,,0,Commercial Associate - Global Commercial Banking
3891804292,-1.731856555090973,-0.6761080369012198,45760.0,Entry level,Full-time,VA,Southeast,,0,Yard Spotter / CDL A Driver
3891804792,-0.0354779599292016,1.7228755761739964,95000.0,Mid-Senior level,Full-time,IL,Midwest,,0,"Senior Accountant,"
3891804793,-0.13522753513465474,1.3133221378820557,171000.0,Mid-Senior level,Full-time,IL,Midwest,,0,"Sr Mgr, IT - Delivery R&D Patient,"
3891805647,0.728102006913463,-1.1840192327351147,72500.0,Entry level,Full-time,NY,Northeast,18.181818181818183,0,Human Resources Coordinator (Immediate Hire)
