job_id,tsne_x,tsne_y,salary,experience_level,work_type,state,region,engagement_rate,remote,title
3905312000,-17.53325,15.34758,161800.0,Mid-Senior level,Full-time,NC,Southeast,,0,Lead Product Manager
3905626390,-5.3407245,-74.75549,137540.0,Mid-Senior level,Part-time,OH,Midwest,,0,Travel RN - Med Surg / Telemetry
3904394324,-26.091621,54.385933,60153.600000000006,Mid-Senior level,Full-time,KY,Southeast,,0,Registered Nurse
3901172269,-72.87099,-25.838415,62878.4,Entry level,Full-time,WI,Midwest,,0,"Maintenance Mechanic - 1A, 3/4"
3903826572,-24.790527,5.4336715,44886.399999999994,Entry level,Temporary,WA,West,,0,Merchandiser (Union) - Seasonal
3888421533,-80.34979,19.821362,64057.5,Entry level,Full-time,AK,West,,0,Transportation Security Officer
3894294968,-20.251562,2.3991842,39520.0,Mid-Senior level,Temporary,NY,Northeast,,0,Corporate Call Center Manager
3905667885,-49.596012,-1.4578128,66234.0,Entry level,Full-time,NJ,Northeast,,0,CBP Technician
3906251270,8.101539,-63.316017,76788.0,Mid-Senior level,Full-time,CA,West,,0,Invoice Reconciliation Analyst
3900941822,50.246094,19.961134,92500.0,Mid-Senior level,Full-time,NH,Northeast,9.090909090909092,0,Senior Research Associate
3905390968,39.839436,76.64616,139225.0,Mid-Senior level,Full-time,CA,West,,0,Sales Operations Manager
3894568155,-67.268234,-22.513008,37440.0,Entry level,Full-time,OH,Midwest,12.5,0,SPRING SEASONAL WAREHOUSE WORKER
3891081086,-30.11949,-67.53736,35360.0,Entry level,Part-time,MS,Southeast,,0,Dental Assistant - Part Time
3884940170,61.13068,-39.422565,66788.8,Entry level,Contract,CA,West,,0,Project Controls Associate
3905237760,-29.033241,37.478535,82500.0,Director,Full-time,MA,Northeast,,0,"Academic Dean, Alma del Mar Charter Schools"
3904985764,-3.176703,42.265327,72000.0,Mid-Senior level,Full-time,LA,Southeast,,0,Branch Manager
3904961818,38.960014,20.778898,139500.0,Mid-Senior level,Full-time,CA,West,7.142857142857142,0,Senior Project Manager
3901374869,22.95012,-53.138805,67600.0,Associate,Contract,MN,Midwest,6.25,0,Project Analyst
3904369397,-54.184597,12.930845,48703.2,Entry level,Full-time,CA,West,7.142857142857142,0,Community Specialist | ADD STORE NAME HERE
3905371668,-4.7375526,-48.97067,26000.0,Entry level,Full-time,OK,Southwest,,0,Delivery Specialist
3898160849,49.72748,19.70088,97500.0,Mid-Senior level,Full-time,NY,Northeast,18.181818181818183,0,International Tax Senior
3904363235,54.62208,19.881653,170000.0,Mid-Senior level,Full-time,NY,Northeast,,0,Senior MEP Estimator
3891040306,-6.857922,1.6761867,41600.0,Entry level,Full-time,IL,Midwest,,0,"Merchandising Data Entry Assistant,"
3905334494,41.793457,71.8633,210000.0,Mid-Senior level,Full-time,CA,West,,0,Growth Manager
3889121833,-6.214059,90.563065,142627.5,Mid-Senior level,Full-time,WA,West,,0,Nurse Practitioner Telehospitalist
3904380733,99.16545,-10.547606,140400.0,Mid-Senior level,Contract,FL,Southeast,6.0606060606060606,0,Pentaho Developer
3904957549,48.73998,52.427406,81000.0,Director,Full-time,IN,Midwest,6.25,0,Emergency Preparedness and Business Continuity Director
3901394339,0.5802307,40.557713,90000.0,Mid-Senior level,Full-time,NC,Southeast,,0,Area District Manager
3901989365,-21.42523,-84.86981,40560.0,Mid-Senior level,Part-time,CA,West,,0,Vetco Clinic Advisor
3903843673,-79.6832,1.5014787,37440.0,Entry level,Full-time,CO,West,,0,Housekeeper
3904939866,-40.792717,-38.47707,35360.0,Entry level,Full-time,VA,Southeast,,0,Property Caretaker
3895808331,-48.32026,-82.18801,43680.0,Entry level,Part-time,OR,West,,0,CNA
3889440223,-18.569002,-91.87997,36816.0,Associate,Part-time,WA,West,,0,Part Time - Sales Associate - ProServices - Flexible
3902347364,24.22801,26.305983,112500.0,Mid-Senior level,Full-time,PA,Northeast,,0,Electrical Engineer
3890898444,45.839554,-5.7009244,65312.0,Associate,Full-time,CA,West,,0,Server
3905329491,82.79856,25.018866,123425.0,Mid-Senior level,Full-time,TX,Southwest,,0,Sr. Software Engineer- Full-Stack
3888008604,-44.536343,-3.625198,71760.0,Entry level,Full-time,MA,Northeast,,0,"Licensed Practical Nurse, LPN"
3894579432,-81.87783,18.678684,60423.99999999999,Entry level,Full-time,NV,West,,0,Licensed Practical Nurse (LPN)
3905338186,4.2836976,-86.015465,124800.0,Entry level,Part-time,TX,Southwest,,0,Physical Therapist (PT) - PRN OP | Corpus Christi Rehab
3904984812,5.7479887,-17.68191,112500.0,Mid-Senior level,Full-time,TX,Southwest,,0,Account Executive - Houston
3905669783,-49.338924,-1.3020178,67600.0,Entry level,Full-time,NJ,Northeast,,0,LPN
3901949164,-71.635376,22.45884,87838.40000000001,Entry level,Full-time,CA,West,,0,Administrative Associate
3904362582,41.045692,19.515017,171000.0,Mid-Senior level,Full-time,WA,West,18.75,0,"Senior Product Manager, Payments"
3887918193,28.58037,-3.646116,161000.0,Mid-Senior level,Full-time,HI,West,,1,Senior Risk Assessor
3900980845,57.183403,36.537334,100000.0,Mid-Senior level,Full-time,NY,Northeast,13.333333333333334,0,Marketing Manager (140909)
3900944193,-48.154507,-10.771298,51688.0,Entry level,Full-time,NY,Northeast,,0,Quality Technician V
3906247798,-30.763561,-67.490616,31200.0,Entry level,Part-time,NC,Southeast,,0,Delivery Driver
3905681890,-4.8040423,18.577686,52000.0,Mid-Senior level,Full-time,CT,Northeast,,0,(USA) Member Team Lead
3904991796,-0.791681,-26.281775,200000.0,Mid-Senior level,Full-time,AZ,Southwest,,0,Radio Frequency Design Engineer
3884931298,-40.078243,3.4348063,150000.0,Entry level,Full-time,MA,Northeast,,0,Sales Representative
3902343051,43.692287,-51.013412,39520.0,Associate,Contract,AL,Southeast,,0,Information Technology Support Technician
3886898488,65.49667,-30.418217,96720.0,Mid-Senior level,Contract,FL,Southeast,11.428571428571429,0,Information Technology Project Manager
3884920971,-26.248676,39.74708,162500.0,Director,Full-time,UT,West,17.24137931034483,0,Controller
3899538422,-27.61341,39.19525,110000.0,Director,Full-time,DC,Northeast,15.384615384615385,0,Head of Continuing Education
3888810394,-43.491173,2.6342034,105000.0,Entry level,Full-time,NY,Northeast,,0,Commercial Construction Estimator
3901628456,29.285788,-36.59249,37440.0,Entry level,Contract,TX,Southwest,,0,Chart Retrieval Specialist
3902744940,-9.179069,93.24888,134160.0,Mid-Senior level,Full-time,CA,West,,0,RN Clinical - 3 Fl HEM/ONC/BMT - Full Time 12 Hour Nights (Non-Exempt) (Union)
3905321420,-33.716755,-54.18638,41291.0,Entry level,Full-time,NC,Southeast,,0,Contact Center Agent I
3904425790,-53.487095,15.4113035,49920.0,Entry level,Full-time,CA,West,12.5,0,Customer Support Representative I
3905805366,-26.253607,-69.23461,131872.0,Entry level,Part-time,AR,Southeast,,0,Pharmacist (Full or Part Time)
3901945289,-79.832535,33.597095,87526.4,Entry level,Full-time,WA,West,,0,Respiratory Therapist
3903477441,13.271109,-46.92167,119030.0,Mid-Senior level,Full-time,TX,Southwest,,0,HRIS Analyst (Mid-Level) - Workday Recruiting Configuration
3885853742,-28.038311,33.261856,117500.0,Director,Full-time,CO,West,,0,Controller
3903822559,45.063408,-20.260788,101920.0,Mid-Senior level,Contract,NY,Northeast,,0,Histology Technician
3885820476,-34.809715,17.574842,114316.8,Executive,Full-time,WA,West,10.0,0,Mayor's Office Communications Advisor / Strategic Advisor 2
3904986468,39.39688,-80.18888,264431.5,Entry level,Full-time,IL,Midwest,23.076923076923077,0,Graphic Designer (Fulltime)
3904361465,-66.702934,-29.001516,47840.0,Entry level,Full-time,IL,Midwest,,0,Foam Head Operator
3887576025,-3.178052,90.51139,167500.0,Mid-Senior level,Full-time,CA,West,,0,Construction Estimator - Heavy Civil
3903477026,10.905944,74.47167,29712.0,Mid-Senior level,Full-time,NY,Northeast,,0,OR Travel RN - Job Id: JO03720942
3906246618,-21.605862,1.5954969,93600.0,Mid-Senior level,Temporary,CA,West,,0,Program Manager
3887882381,-22.824278,6.2971754,53560.0,Entry level,Temporary,MD,Northeast,,0,Administrative Coordinator (TEMP)
3894949176,-87.21025,36.724216,42640.0,Entry level,Full-time,CA,West,,0,Credit Clerk 
3904725192,-50.90298,25.300539,115000.0,Entry level,Full-time,OR,West,,0,"Urology Account Manager - Portland, OR 2732854"
3905850476,-50.913933,-2.5266736,59500.0,Entry level,Full-time,DC,Northeast,,0,Audience Development Specialist
3887585066,-47.300175,-78.39279,44293.600000000006,Entry level,Part-time,CO,West,,0,Customer Service Registrar PRN
3904978361,-34.6748,-29.77357,41291.0,Entry level,Full-time,NC,Southeast,8.333333333333332,0,Contact Center Agent I
3905285690,48.186028,-6.9882016,57500.0,Associate,Full-time,WA,West,,0,"Account Coordinator, Commercial"
3894549347,-39.402416,-17.006264,37440.0,Entry level,Full-time,NY,Northeast,,0,Press Operator Assistant
3902341080,-57.952793,-8.633356,41142.4,Entry level,Full-time,NJ,Northeast,,0,Educator | Palmer Square Princeton
3905359910,74.35213,9.002765,65000.0,Associate,Full-time,MA,Northeast,,0,Operations Specialist 
3903821412,-42.726517,-40.896996,31948.8,Entry level,Full-time,KY,Southeast,,0,Custodian (2nd Shift) - Central High School (2023-24) (6 Vacancies)
3885867402,-48.660378,-18.442501,39520.0,Entry level,Full-time,MA,Northeast,,0,Full Time Nabisco Merchandiser/Order Writer
3902346839,22.985798,45.93567,102500.0,Mid-Senior level,Full-time,NY,Northeast,,0,"Associate Director, Marketing Science"
3902738590,9.952,61.05247,93600.0,Mid-Senior level,Full-time,MA,Northeast,,0,General Education Teacher -ESY
3905380985,-22.932478,-37.14623,105000.0,Entry level,Full-time,NC,Southeast,,0,"Truck Driver OTR - Mebane, NC"
3906239320,8.80448,1.4674203,72852.0,Associate,Full-time,IL,Midwest,,0,Maintenance Electrician
3901982994,56.289776,-21.8335,43680.0,Entry level,Contract,MA,Northeast,,0,Warehouse Associate (140931)
3894283676,20.906986,-63.233986,162500.0,Associate,Full-time,IL,Midwest,,0,Hedge Fund Investment Analyst Industrials 
3904721973,-8.033967,83.498146,110916.0,Mid-Senior level,Full-time,AK,West,,0,RN - Medical Temporary Assignment
3900082282,-77.22661,-32.62926,58233.0,Entry level,Full-time,IA,Midwest,,0,Associate Financial Advisor
3902883017,21.763113,47.332638,133000.0,Mid-Senior level,Full-time,CA,West,,0,Equity and Compliance Director - CSU Long Beach
3887836569,-52.57863,-77.25489,111900.0,Entry level,Part-time,CO,West,,0,Clinical Social Worker
3902360602,44.784737,-59.22764,52000.0,Associate,Contract,IL,Midwest,,0,Graphic / Video Editor
3902731703,-50.402615,40.372086,62500.0,Mid-Senior level,Full-time,MI,Midwest,,0,Assistant Manager
3903832746,-6.2720537,-41.39884,45760.0,Entry level,Full-time,TX,Southwest,,0,Accounts Payable Specialist
3900947024,6.9846654,-28.131016,77500.0,Associate,Full-time,NM,Southwest,16.666666666666664,0,Quality Control Engineer
3906262009,101.24104,-7.985655,137280.0,Mid-Senior level,Contract,CA,West,,1,Senior Business Intelligence Developer
3905828715,54.975677,18.42678,100000.0,Mid-Senior level,Full-time,NY,Northeast,,0,Senior Accountant (Sports & Entertainment!!)
3886450092,-28.933401,30.32882,111000.0,Director,Full-time,TX,Southwest,,1,Product Owner II - General Motors Insurance/OSI
3901940871,-28.317122,-75.406494,47840.0,Mid-Senior level,Part-time,KY,Southeast,,0,Part Time Collections Specialist - 4 Day Week
3904990319,-49.196125,39.783806,77500.0,Mid-Senior level,Full-time,MN,Midwest,,0,Materials Manager - Maplewood Surgery Center
3901372381,-21.048838,-85.05836,42234.4,Mid-Senior level,Part-time,CA,West,,0,Public Safety Officer - Security
3903871986,5.9161534,23.990353,123649.5,Entry level,Full-time,CA,West,,0,Quality Assurance Engineer
3903433236,23.623169,47.802082,180500.0,Mid-Senior level,Full-time,VA,Southeast,12.5,0,Workday - Associate Director
3901668879,-24.438206,6.7558813,31200.0,Entry level,Temporary,IL,Midwest,,0,Sales Associate - Spirit
3904501305,43.704063,-51.03723,37440.0,Associate,Contract,GA,Southeast,,0,Human Resources Associate
3905330489,-43.284283,-0.078731254,88755.0,Entry level,Full-time,PA,Northeast,,0,Regulatory Affairs Specialist
3903888334,-19.73014,58.12371,125000.0,Mid-Senior level,Full-time,GA,Southeast,,0,Assistant Controller
3889228460,33.008465,-58.27313,161200.0,Associate,Contract,MA,Northeast,,0,CT Technologist
3905302009,18.040718,-14.412479,120632.5,Mid-Senior level,Full-time,IN,Midwest,,1,"Tax Manager - Indianapolis, IN"
3885835097,-17.428534,-79.84707,143520.0,Mid-Senior level,Part-time,OR,West,,0,"Nurse Practitioner need in Salem, OR"
3898174649,55.2377,-23.162184,49920.0,Entry level,Contract,MD,Northeast,18.181818181818183,0,Accounting Coordinator
3904087080,75.022224,4.605049,135000.0,Associate,Full-time,NY,Northeast,,0,Attorney - Medical Malpractice Defense Litigation Associate - Prominent Regional Law Firm - Hybrid Remote
3905255342,8.049138,64.288185,82500.0,Mid-Senior level,Full-time,NY,Northeast,,0,Accounting Supervisor
3895209252,-52.75842,67.037964,90000.0,Mid-Senior level,Full-time,IL,Midwest,,0,Managed Services Cloud Administrator
3905390913,38.314114,80.33502,105000.0,Mid-Senior level,Full-time,CO,West,,0,District Sales Manager
3894872613,-42.85126,-41.013958,31200.0,Entry level,Full-time,TN,Southeast,,0,Warehouse Sorter
3901391820,57.702126,-52.549435,38480.0,Entry level,Contract,OH,Midwest,,0,Packaging Machine Operator - 3rd shift
3902742980,4.990384,24.23967,106080.0,Entry level,Full-time,OR,West,,0,"Technician 6, Equipment Engineering"
3902781487,56.53357,-1.2335191,77500.0,Associate,Full-time,UT,West,20.689655172413794,0,Shipping and Receiving Specialist
3884805784,56.93527,35.70306,122500.0,Mid-Senior level,Full-time,NY,Northeast,14.285714285714285,0,Technical Manager
3906225247,-14.349213,95.22036,106662.4,Mid-Senior level,Full-time,OR,West,,0,Journeyman Garage Mechanic - Wilsonville
3884435156,16.855335,-57.4813,63500.0,Associate,Full-time,IN,Midwest,35.714285714285715,0,Business Intelligence Analyst
3900973963,40.226627,-52.343174,76960.0,Associate,Contract,FL,Southeast,23.91304347826087,0,Technical Support Specialist
3901690151,65.21332,0.3448859,140000.0,Associate,Full-time,MA,Northeast,17.543859649122805,0,"Marketing Manager, Life Science #26417"
3902861524,-9.356981,93.2133,132000.0,Mid-Senior level,Full-time,CA,West,,0,"Principal Specialist, Facilities"
3887836565,-27.699055,-69.20761,57200.0,Entry level,Part-time,TN,Southeast,,0,Part Time Licensed Talk Therapist
3906257666,-16.185768,-56.547188,93887.5,Entry level,Other,VA,Southeast,,0,EPM Financial Analyst I
3886205413,6.425662,-19.590002,287500.0,Mid-Senior level,Full-time,TX,Southwest,,0,Fund/Securities Transactional Attorney
3904391074,-12.744617,18.698172,57200.0,Mid-Senior level,Full-time,CA,West,,0,Shift Leader -  2367
3902754659,44.12918,48.926765,67965.0,Director,Full-time,CA,West,,0,Development Director
3887716398,-23.561255,-12.721222,79327.5,Entry level,Full-time,NY,Northeast,15.0,0,Health Systems Specialist 2 (Social Work) - 46665
3905376676,-10.816479,-0.93293655,135504.0,Mid-Senior level,Full-time,WA,West,,0,Data & Analytics Organizational Change Management Analyst II
3905337919,-24.857325,5.572748,35360.0,Entry level,Temporary,MT,West,,0,WAREHOUSE DRIVER (GLACIER NP)
3904999577,57.430107,37.987873,110000.0,Mid-Senior level,Full-time,NY,Northeast,16.666666666666664,0,Private Wealth Client Services Associate - Wealth Manager in Westchester
3884433264,58.9293,35.14543,122500.0,Mid-Senior level,Full-time,NJ,Northeast,3.6363636363636362,0,Manager - Digital Marketing
3902753271,-45.05181,-80.09552,38480.0,Entry level,Part-time,WA,West,,0,"Client Service Specialist I (Part Time, 20hrs)"
3901363869,80.38221,28.018372,158750.0,Mid-Senior level,Full-time,CA,West,21.052631578947366,0,Software Engineer Front-End (Platforms Team)
3904390457,26.641779,61.2167,100000.0,Mid-Senior level,Full-time,CA,West,20.27027027027027,0,Sr. Project Manager
3903459407,15.653765,25.077618,170000.0,Mid-Senior level,Full-time,CA,West,46.835443037974684,0,DevOps Engineer
3904989360,102.7283,14.562695,111750.0,Entry level,Full-time,WA,West,19.047619047619047,0,Data Scientist I (Incrementality Measurement Analytics)
3903880447,53.99903,17.866701,78625.0,Mid-Senior level,Full-time,NY,Northeast,,0,Senior Brokerage Specialist
3905618805,3.905151,61.537926,116844.0,Mid-Senior level,Full-time,MA,Northeast,,0,Travel RN - ED - Emergency Department
3894401110,-81.8909,-25.593836,88088.0,Entry level,Full-time,IN,Midwest,,0,"Maintenance Tech - A, Second Shift"
3887887820,21.805233,47.359116,120500.0,Mid-Senior level,Full-time,CO,West,,0,Director of Business Development
3894291680,44.68774,45.33051,265000.0,Director,Full-time,TX,Southwest,33.33333333333333,0,Sr. Director/Head of Business Intelligence
3905331723,-78.1948,5.4345684,43680.0,Entry level,Full-time,CA,West,,0,Behavior Technician
3895593867,-81.027626,28.06823,71000.0,Entry level,Full-time,CO,West,,0,Biomedical Technician/Equipment Support Specialist-Information Systems
3884992250,-24.843653,33.20487,221550.0,Director,Full-time,CA,West,,0,"Senior Manager, Tech Business Development, Enterprise Transformation"
3894604860,-30.742271,-43.072536,55000.0,Entry level,Full-time,TN,Southeast,,0,Marketing / HR Specialist
3891075335,-7.2570796,93.3864,152500.0,Mid-Senior level,Full-time,CA,West,,0,Executive Assistant to CEO - Seed Stage Startup
3905880938,7.322912,62.969227,88712.0,Mid-Senior level,Full-time,NY,Northeast,,0,Administrative Coordinator
3887991220,13.832891,11.545032,75000.0,Entry level,Full-time,FL,Southeast,,0,Manufacturing Engineer
3900090753,57.18768,34.3698,78000.0,Mid-Senior level,Full-time,NY,Northeast,10.638297872340425,0,Spa Operations Manager
3905876315,23.96205,26.438177,102500.0,Mid-Senior level,Full-time,NY,Northeast,,0,Medical Device Engineer III
3885870296,14.449244,-62.292435,80779.5,Mid-Senior level,Full-time,NC,Southeast,,0,"Economics Analyst, Natural Resources"
3901367093,-28.220436,-75.47753,61360.0,Mid-Senior level,Part-time,FL,Southeast,,0,Hourly Supervisor & Training
3885806725,43.219627,-57.412373,56160.0,Associate,Contract,IN,Midwest,10.526315789473683,0,Application reviewer
3894866897,27.2214,27.949896,180000.0,Mid-Senior level,Full-time,MD,Northeast,,0,Principal Engineer/Project Manager (Water)
3898160158,70.41901,6.3697414,77500.0,Associate,Full-time,MA,Northeast,,0,Construction Estimator
3900092743,-39.38204,-14.618465,45000.0,Entry level,Full-time,CT,Northeast,,0,"Insurance Producer - Naples, FL (HNW/Personal Lines)"
3904507864,-49.08561,65.26058,125000.0,Mid-Senior level,Full-time,IL,Midwest,,0,"HR Business Partner, Campus Recruitment"
3887907757,-1.8058444,95.180595,350000.0,Mid-Senior level,Full-time,OR,West,,0,"Family Practice-Without OB Physician - $300,000/yearly - $400,000/yearly"
3904357943,-48.103516,41.76884,80000.0,Mid-Senior level,Full-time,IL,Midwest,,0,Licensed Care Manager
3902756331,45.994583,26.455675,182000.0,Mid-Senior level,Full-time,MD,Northeast,,0,"Senior Manager, Modeling"
3895805482,25.672411,61.916252,123750.0,Mid-Senior level,Full-time,CA,West,36.36363636363637,0,Product Manager- Mobile
3894540843,-48.783794,-0.991283,70000.0,Entry level,Full-time,DC,Northeast,,0,Client Accounts Compliance Coordinator
3891079356,-85.25231,-40.863365,45000.0,Entry level,Full-time,OH,Midwest,,0,Sales Representative
3906257662,-17.60153,-54.871593,127337.5,Executive,Other,FL,Southeast,,0,Senior Marketing Experience Owner
3905305244,47.26271,-7.4327035,52800.8,Associate,Full-time,CA,West,,0,Community Mortgage Bank Sales Consultant
3901349238,37.351475,-81.1677,85000.0,Mid-Senior level,Full-time,LA,Southeast,9.523809523809524,0,Electrical Designer
3900985346,49.808758,-5.2297015,72500.0,Associate,Full-time,CA,West,,0,Dealer Territory Sales Consultant
3904398829,-21.05955,83.857475,65520.0,Mid-Senior level,Full-time,CA,West,,0,Operations Supervisor
3902924110,19.279408,-23.358927,112250.0,Associate,Full-time,TX,Southwest,15.625,1,Clinical Territory Associate
3887717085,21.97727,33.573624,100268.0,Entry level,Full-time,NY,Northeast,,0,Professional Engineer 1 (Civil/Transportation) (NYHELPS)
3904711985,-32.96873,22.294508,148700.0,Executive,Full-time,CA,West,,0,"Executive Director, Academic Partnerships"
3901373458,71.84254,5.659277,85280.0,Associate,Full-time,NJ,Northeast,,0,Registered Nurse
3901393520,81.021675,28.467546,77500.0,Entry level,Full-time,OH,Midwest,45.45454545454545,0,Software Engineer
3901349216,-17.188604,-79.612816,157622.4,Mid-Senior level,Part-time,CA,West,,0,"Staff Nurse II, Med Surg"
3906267117,-11.195947,96.4956,157500.0,Mid-Senior level,Full-time,CA,West,,0,Title IX/Investigations Attorney
3905354099,36.16617,83.32494,74500.0,Mid-Senior level,Full-time,UT,West,,0,"Account Manager, North West"
3902843925,42.422718,10.521048,107500.0,Mid-Senior level,Full-time,CA,West,,0,Senior Accountant
3889140783,-18.134468,-56.685905,52000.0,Mid-Senior level,Other,MD,Northeast,,0,Member Service Representative (Part-Time) - Waldorf
3887724269,46.73941,-25.063253,48880.0,Mid-Senior level,Contract,MA,Northeast,4.545454545454546,0,Administrative Assistant
3899519513,8.867666,5.9815774,102500.0,Associate,Full-time,OH,Midwest,,0,Electrical Engineer
3903484181,55.39447,9.369193,100000.0,Associate,Full-time,NJ,Northeast,28.57142857142857,0,"Senior Accountant, Property - Real Estate"
3903476128,-74.47203,-16.624895,50960.0,Entry level,Full-time,IN,Midwest,,0,Full-Time Assistant Store Manager
3904402353,-37.53065,-35.479397,48880.0,Entry level,Full-time,TN,Southeast,,0,Electrician
3905288190,-73.21114,26.83249,91811.2,Entry level,Full-time,CO,West,,0,Physician Recruiter
3906238618,9.259855,67.18194,65500.0,Mid-Senior level,Full-time,NY,Northeast,,0,Quality Assurance Investigator
3901938989,22.886595,-53.14859,87360.0,Associate,Contract,MI,Midwest,12.5,0,Business Analyst II (UI/UX design) 
3887492488,-41.610985,-3.2207105,77500.0,Entry level,Full-time,NY,Northeast,,0,Sales Representative
3904938466,-41.622784,1.9552499,106550.5,Entry level,Full-time,NY,Northeast,,0,Health Care Surveyor 2 - 47068
3884926658,98.28193,-11.566898,179920.0,Mid-Senior level,Contract,WA,West,25.0,0,Senior Dotnet Developer
3891081235,60.27982,-7.4739795,72500.0,Associate,Full-time,CA,West,25.0,0,Integration Engineer
3905300754,-82.78665,-34.568546,63000.0,Entry level,Full-time,SD,Midwest,,0,"Warehouse Operator Night Shift 6PM-6AM Hourly-$63,000/year"
3884849383,-18.11171,-58.523567,45760.0,Entry level,Other,CA,West,,0,Plant Engineer I - Plant Operations
3904391190,-45.932816,37.56244,100000.0,Mid-Senior level,Full-time,MN,Midwest,,0,Quality System Manager
3898164391,-48.42611,57.333847,145000.0,Mid-Senior level,Full-time,IN,Midwest,4.0,0,Financial Controller
3904704734,-67.165474,-41.99155,37440.0,Entry level,Full-time,IN,Midwest,,0,Warehouse Associate
3905298342,-44.36905,38.37829,140000.0,Mid-Senior level,Full-time,OH,Midwest,,0,Infrastructure Manager
3905368871,-23.299587,2.9078896,49920.0,Mid-Senior level,Temporary,WA,West,,0,Seasonal Housekeeper
3887908994,-29.466396,35.823345,170500.0,Director,Full-time,NY,Northeast,,0,Principal Cybersecurity Engineer – Embedded Systems
3903881305,52.59583,-29.961346,111280.0,Mid-Senior level,Contract,CA,West,,0,"Copywriter, Senior (Hybrid)"
3891243874,72.42854,-39.106155,72800.0,Entry level,Contract,GA,Southeast,,0,Dental Hygienist
3904727121,-19.273617,16.554495,55072.5,Mid-Senior level,Full-time,VA,Southeast,,0,Crew Leader Maintenance - Mathews
3884820634,84.452324,26.627481,176675.0,Mid-Senior level,Full-time,CA,West,,0,"Senior Software Engineer, Workday"
3891074534,-14.525429,95.16096,105000.0,Mid-Senior level,Full-time,CA,West,,0,Sr Regulatory Affairs Specialist
3906225136,-48.47333,-11.635949,49920.0,Entry level,Full-time,VT,Northeast,,0,Maintenance Technician
3903846043,30.3134,83.278854,55120.0,Mid-Senior level,Full-time,NV,West,,0,Operations Service Manager
3890895150,9.844094,-30.214926,105000.0,Associate,Full-time,TX,Southwest,11.11111111111111,0,Procurement Specialist
3885853884,36.1302,39.893204,190000.0,Director,Full-time,NY,Northeast,,0,"Director, Advisors Business Development - Digital Partnerships"
3905866048,-53.374638,66.88505,78000.0,Mid-Senior level,Full-time,MO,Midwest,,0,Sr. Accountant
3904090897,72.60866,5.410599,92500.0,Associate,Full-time,DC,Northeast,,0,HR Benefits Specialist 
3891077754,-85.10068,-42.818825,38500.0,Entry level,Full-time,IL,Midwest,,0,Administrative Specialist
3894275438,-24.83447,36.413322,100000.0,Director,Full-time,VA,Southeast,,0,Construction Superintendent- Public School Projects
3903808225,-8.347588,-68.118256,79456.0,Entry level,Part-time,MI,Midwest,,0,Registered Nurse (RN)
3895202109,75.63203,4.970755,135000.0,Associate,Full-time,NH,Northeast,,0,Physician Assistant
3906253866,28.606983,-3.675603,128000.0,Mid-Senior level,Full-time,CA,West,,1,Senior Executive Assistant
3891072771,-28.08082,32.83697,86195.0,Director,Full-time,CO,West,,0,Dean - Middle
3903823608,37.96519,-79.77819,66560.0,Entry level,Contract,MA,Northeast,,0,Product Development Designer (Hybrid)
3905273177,11.58232,65.57604,71000.0,Mid-Senior level,Full-time,NY,Northeast,,0,Sales Executive (US)
3901347279,38.97533,-82.19318,81120.0,Associate,Full-time,RI,Northeast,,0,Retail Layout Designer
3904932581,-34.210617,-50.49493,50252.8,Entry level,Full-time,GA,Southeast,,0,Extruder Operator II
3903435306,76.99367,-14.734671,65000.0,Associate,Full-time,WV,Southeast,,0,"RN Clinical Assessor (Hybrid, West Virginia)"
3900066960,66.32035,0.27966726,62500.0,Associate,Full-time,MD,Northeast,9.090909090909092,0,"Shop Manager, Bloomingdale's Chevy Chase"
3901376080,-14.699203,84.066666,97988.8,Mid-Senior level,Full-time,CA,West,,0,Registered Nurse (RN) - Telemetry
3903833590,-11.833507,17.260729,101920.0,Mid-Senior level,Full-time,CA,West,,0,Control Systems and Electrical Design Lead
3905302119,-2.5610387,36.88792,122275.0,Mid-Senior level,Full-time,AL,Southeast,,0,Manufacturing Manager
3906253653,33.300224,79.64543,82500.0,Mid-Senior level,Full-time,CO,West,,0,"VNS Territory Manager, Epilepsy (Denver, CO)"
3903476138,-7.6075363,-66.639656,49400.0,Entry level,Part-time,MN,Midwest,,0,1st Shift Part-Time Warehouse Associate
3901989926,-8.366851,-14.4845,127500.0,Mid-Senior level,Full-time,AZ,Southwest,,0,Senior Manager - Digital Product Management
3900979755,-8.243537,9.028795,210000.0,Mid-Senior level,Full-time,CA,West,20.0,0,Data Streaming Technical Lead
3905284966,-29.966482,-67.57908,36400.0,Entry level,Part-time,FL,Southeast,,0,Food and Beverage - Warehouse 3rd Shift Distributor (Valid FLDL Required)
3906250686,42.155766,73.69255,180925.0,Mid-Senior level,Full-time,CA,West,,0,Sr. Business Development Manager
3888004848,12.74474,66.2792,66560.0,Mid-Senior level,Full-time,NJ,Northeast,,0,Day Shift - Registered Nurse (RN)
3887476796,72.44611,4.7059608,102000.0,Associate,Full-time,NJ,Northeast,,0,HCP Marketing Specialist
3901961663,-28.389603,55.864914,51500.0,Mid-Senior level,Full-time,TN,Southeast,,0,Currency Operations Specialist
3905306919,-33.38118,16.459072,49920.0,Executive,Full-time,WA,West,,0,General Manager
3903830832,-66.4059,28.008633,161000.0,Entry level,Full-time,NV,West,,0,Clinical Pathologist I
3890896475,12.292615,61.36602,85000.0,Mid-Senior level,Full-time,NY,Northeast,,0,Social Media Strategist
